statsmodels	core	NoseWrapper	UNK	test	UNK=label UNK=verbose UNK=extra_argv UNK=doctests
statsmodels	base	BoxCox	UNK	transform_boxcox	UNK=x UNK=lmbda UNK=method
statsmodels	base	BoxCox	UNK	untransform_boxcox	UNK=x UNK=lmbda UNK=method
statsmodels	base	BoxCox	UNK	_est_lambda	UNK=x UNK=bounds UNK=method
statsmodels	base	BoxCox	UNK	_guerrero_cv	UNK=x UNK=bounds UNK=window_length UNK=scale
statsmodels	base	BoxCox	UNK	_loglik_boxcox	UNK=x UNK=bounds UNK=options
statsmodels	base		UNK	fit_l1_cvxopt_cp	UNK=f UNK=score UNK=start_params UNK=args
statsmodels	base		UNK	_objective_func	UNK=f UNK=x UNK=k_params UNK=alpha
statsmodels	base		UNK	_fprime	UNK=score UNK=x UNK=k_params UNK=alpha
statsmodels	base		UNK	_get_G	UNK=k_params
statsmodels	base		UNK	_hessian_wrapper	UNK=hess UNK=x UNK=z UNK=k_params
statsmodels	base		UNK	_asarray_2d_null_rows	UNK=x
statsmodels	base		UNK	_nan_rows	void
statsmodels	base	ModelData	UNK	handle_missing	UNK=cls UNK=endog UNK=exog UNK=missing
statsmodels	base		UNK	fit_l1_slsqp	UNK=f UNK=score UNK=start_params UNK=args
statsmodels	base		UNK	_objective_func	UNK=f UNK=x_full UNK=k_params UNK=alpha
statsmodels	base		UNK	_fprime	UNK=score UNK=x_full UNK=k_params UNK=alpha
statsmodels	base		UNK	_f_ieqcons	UNK=x_full UNK=k_params
statsmodels	base		UNK	_fprime_ieqcons	UNK=x_full UNK=k_params
statsmodels	base	Model	UNK	_get_init_kwds	void
statsmodels	base	Model	UNK	from_formula	UNK=cls UNK=formula UNK=data UNK=subset
statsmodels	base	Model	UNK	endog_names	void
statsmodels	base	Model	UNK	exog_names	void
statsmodels	base	Model	UNK	fit	void
statsmodels	base	Model	UNK	predict	UNK=params UNK=exog
statsmodels	base	LikelihoodModel	UNK	initialize	void
statsmodels	base	LikelihoodModel	UNK	loglike	UNK=params
statsmodels	base	LikelihoodModel	UNK	score	UNK=params
statsmodels	base	LikelihoodModel	UNK	information	UNK=params
statsmodels	base	LikelihoodModel	UNK	hessian	UNK=params
statsmodels	base	LikelihoodModel	UNK	fit	UNK=start_params UNK=method UNK=maxiter UNK=full_output
statsmodels	base	GenericLikelihoodModel	UNK	expandparams	UNK=params
statsmodels	base	GenericLikelihoodModel	UNK	score	UNK=params
statsmodels	base	GenericLikelihoodModel	UNK	score_obs	UNK=params
statsmodels	base	GenericLikelihoodModel	UNK	hessian	UNK=params
statsmodels	base	GenericLikelihoodModel	UNK	hessian_factor	UNK=params UNK=scale UNK=observed
statsmodels	base	GenericLikelihoodModel	UNK	fit	UNK=start_params UNK=method UNK=maxiter UNK=full_output
statsmodels	base	Results	UNK	predict	UNK=exog UNK=transform
statsmodels	base	LikelihoodModelResults	UNK	tvalues	void
statsmodels	base	LikelihoodModelResults	UNK	cov_params	UNK=r_matrix UNK=column UNK=scale UNK=cov_p
statsmodels	base	LikelihoodModelResults	UNK	t_test	UNK=r_matrix UNK=cov_p UNK=scale UNK=use_t
statsmodels	base	LikelihoodModelResults	UNK	f_test	UNK=r_matrix UNK=cov_p UNK=scale UNK=invcov
statsmodels	base	LikelihoodModelResults	UNK	wald_test	UNK=r_matrix UNK=cov_p UNK=scale UNK=invcov
statsmodels	base	LikelihoodModelResults	UNK	wald_test_terms	UNK=skip_single UNK=extra_constraints UNK=combine_terms
statsmodels	base	LikelihoodModelResults	UNK	conf_int	UNK=alpha UNK=cols UNK=method
statsmodels	base	LikelihoodModelResults	UNK	save	UNK=fname UNK=remove_data
statsmodels	base	LikelihoodModelResults	UNK	load	UNK=cls UNK=fname
statsmodels	base	LikelihoodModelResults	UNK	remove_data	void
statsmodels	base	ResultMixin	UNK	score_obsv	void
statsmodels	base	ResultMixin	UNK	hessv	void
statsmodels	base	ResultMixin	UNK	covjac	void
statsmodels	base	ResultMixin	UNK	covjhj	void
statsmodels	base	ResultMixin	UNK	bsejhj	void
statsmodels	base	ResultMixin	UNK	bsejac	void
statsmodels	base	ResultMixin	UNK	bootstrap	UNK=nrep UNK=method UNK=disp UNK=store
statsmodels	base	GenericLikelihoodModelResults	UNK	summary	UNK=yname UNK=xname UNK=title UNK=alpha
statsmodels	base	Penalty	UNK	func	UNK=params
statsmodels	base	Penalty	UNK	grad	UNK=params
statsmodels	base	Optimizer	UNK	_fit	UNK=objective UNK=gradient UNK=start_params UNK=fargs
statsmodels	base	Optimizer	UNK	_fit_constrained	UNK=params
statsmodels	base		UNK	get_robustcov_results	UNK=cov_type UNK=use_t
statsmodels	base		UNK	qc_results	UNK=params UNK=alpha UNK=score UNK=qc_tol
statsmodels	base		UNK	do_trim_params	UNK=params UNK=k_params UNK=alpha UNK=score
statsmodels	base	TransformRestriction	UNK	expand	UNK=params_reduced
statsmodels	base	TransformRestriction	UNK	reduce	UNK=params
statsmodels	base		UNK	transform_params_constraint	UNK=params UNK=Sinv UNK=R UNK=q
statsmodels	base		UNK	fit_constrained	UNK=model UNK=constraint_matrix UNK=constraint_values UNK=start_params
statsmodels	base		UNK	fit_constrained_wrap	UNK=model UNK=constraints UNK=start_params
statsmodels	base		UNK	_est_regularized_naive	UNK=mod UNK=pnum UNK=partitions UNK=fit_kwds
statsmodels	base		UNK	_est_unregularized_naive	UNK=mod UNK=pnum UNK=partitions UNK=fit_kwds
statsmodels	base		UNK	_join_naive	UNK=params_l UNK=threshold
statsmodels	base		UNK	_calc_grad	UNK=mod UNK=params UNK=alpha UNK=L1_wt
statsmodels	base		UNK	_calc_wdesign_mat	UNK=mod UNK=params UNK=hess_kwds
statsmodels	base		UNK	_est_regularized_debiased	UNK=mod UNK=mnum UNK=partitions UNK=fit_kwds
statsmodels	base		UNK	_join_debiased	UNK=results_l UNK=threshold
statsmodels	base		UNK	_helper_fit_partition	UNK=pnum UNK=endog UNK=exog UNK=fit_kwds
statsmodels	base	DistributedModel	UNK	fit	UNK=data_generator UNK=fit_kwds UNK=parallel_method UNK=parallel_backend
statsmodels	base	DistributedModel	UNK	fit_sequential	UNK=data_generator UNK=fit_kwds UNK=init_kwds_generator
statsmodels	base	DistributedModel	UNK	fit_joblib	UNK=data_generator UNK=fit_kwds UNK=parallel_backend UNK=init_kwds_generator
statsmodels	base	DistributedResults	UNK	predict	UNK=exog
statsmodels	base	ResultsWrapper	UNK	save	UNK=fname UNK=remove_data
statsmodels	base		UNK	_gen_npfuncs	UNK=k UNK=L1_wt UNK=alpha UNK=loglike_kwds
statsmodels	base		UNK	fit_elasticnet	UNK=model UNK=method UNK=maxiter UNK=alpha
statsmodels	base		UNK	_opt_1d	UNK=func UNK=grad UNK=hess UNK=model
statsmodels	datasets		UNK	load	void
statsmodels	datasets		UNK	webuse	UNK=data UNK=baseurl UNK=as_df
statsmodels	datasets		UNK	_maybe_reset_index	UNK=data
statsmodels	datasets		UNK	_urlopen_cached	UNK=url UNK=cache
statsmodels	datasets		UNK	get_rdataset	UNK=dataname UNK=package UNK=cache
statsmodels	datasets		UNK	get_data_home	UNK=data_home
statsmodels	datasets		UNK	clear_data_home	UNK=data_home
statsmodels	datasets		UNK	check_internet	UNK=url
statsmodels	datasets.co2		UNK	load	void
statsmodels	datasets.elnino		UNK	load	void
statsmodels	datasets.cancer		UNK	load	void
statsmodels	datasets.copper		UNK	load	void
statsmodels	datasets.copper		UNK	load_pandas	void
statsmodels	datasets.fertility		UNK	load	void
statsmodels	datasets.strikes		UNK	load	void
statsmodels	datasets.strikes		UNK	load_pandas	void
statsmodels	datasets.ccard		UNK	load	void
statsmodels	datasets.ccard		UNK	load_pandas	void
statsmodels	datasets.stackloss		UNK	load	void
statsmodels	datasets.stackloss		UNK	load_pandas	void
statsmodels	datasets.macrodata		UNK	load	void
statsmodels	datasets.grunfeld		UNK	load	void
statsmodels	datasets.grunfeld		UNK	load_pandas	void
statsmodels	datasets.star98		UNK	load	void
statsmodels	datasets.modechoice		UNK	load	void
statsmodels	datasets.modechoice		UNK	load_pandas	void
statsmodels	datasets.spector		UNK	load	void
statsmodels	datasets.spector		UNK	load_pandas	void
statsmodels	datasets.nile		UNK	load	void
statsmodels	datasets.longley		UNK	load	void
statsmodels	datasets.longley		UNK	load_pandas	void
statsmodels	datasets.cpunish		UNK	load	void
statsmodels	datasets.cpunish		UNK	load_pandas	void
statsmodels	datasets.committee		UNK	load	void
statsmodels	datasets.heart		UNK	load	void
statsmodels	datasets.statecrime		UNK	load	void
statsmodels	datasets.scotland		UNK	load	void
statsmodels	datasets.scotland		UNK	load_pandas	void
statsmodels	datasets.anes96		UNK	load	void
statsmodels	datasets.anes96		UNK	load_pandas	void
statsmodels	datasets.fair		UNK	load	void
statsmodels	datasets.engel		UNK	load	void
statsmodels	datasets.china_smoking		UNK	load_pandas	void
statsmodels	datasets.china_smoking		UNK	load	void
statsmodels	datasets.sunspots		UNK	load	void
statsmodels	datasets.randhie		UNK	load	void
statsmodels	datasets.randhie		UNK	load_pandas	void
statsmodels	discrete		UNK	_check_margeff_args	UNK=at UNK=method
statsmodels	discrete		UNK	_check_discrete_args	UNK=at UNK=method
statsmodels	discrete		UNK	_get_const_index	UNK=exog
statsmodels	discrete		UNK	_isdummy	UNK=X
statsmodels	discrete		UNK	_iscount	UNK=X
statsmodels	discrete		UNK	_get_count_effects	UNK=effects UNK=exog UNK=count_ind UNK=method
statsmodels	discrete		UNK	_get_dummy_effects	UNK=effects UNK=exog UNK=dummy_ind UNK=method
statsmodels	discrete		UNK	_margeff_cov_params_dummy	UNK=model UNK=cov_margins UNK=params UNK=exog
statsmodels	discrete		UNK	_margeff_cov_params_count	UNK=model UNK=cov_margins UNK=params UNK=exog
statsmodels	discrete		UNK	margeff_cov_params	UNK=model UNK=params UNK=exog UNK=cov_params
statsmodels	discrete	DiscreteMargins	UNK	summary_frame	UNK=alpha
statsmodels	discrete	DiscreteMargins	UNK	conf_int	UNK=alpha
statsmodels	discrete	DiscreteMargins	UNK	summary	UNK=alpha
statsmodels	discrete	DiscreteMargins	UNK	get_margeff	UNK=at UNK=method UNK=atexog UNK=dummy
statsmodels	discrete	DiscreteModel	UNK	initialize	void
statsmodels	discrete	DiscreteModel	UNK	cdf	UNK=X
statsmodels	discrete	DiscreteModel	UNK	pdf	UNK=X
statsmodels	discrete	DiscreteModel	UNK	fit	UNK=start_params UNK=method UNK=maxiter UNK=full_output
statsmodels	discrete	DiscreteModel	UNK	fit_regularized	UNK=start_params UNK=method UNK=maxiter UNK=full_output
statsmodels	discrete	DiscreteModel	UNK	cov_params_func_l1	UNK=likelihood_model UNK=xopt UNK=retvals
statsmodels	discrete	DiscreteModel	UNK	predict	UNK=params UNK=exog UNK=linear
statsmodels	discrete	DiscreteModel	UNK	_derivative_exog	UNK=params UNK=exog UNK=dummy_idx UNK=count_idx
statsmodels	discrete	BinaryModel	UNK	predict	UNK=params UNK=exog UNK=linear
statsmodels	discrete	BinaryModel	UNK	_derivative_predict	UNK=params UNK=exog UNK=transform
statsmodels	discrete	BinaryModel	UNK	_derivative_exog	UNK=params UNK=exog UNK=transform UNK=dummy_idx
statsmodels	discrete	MultinomialModel	UNK	initialize	void
statsmodels	discrete	MultinomialModel	UNK	predict	UNK=params UNK=exog UNK=linear
statsmodels	discrete	MultinomialModel	UNK	_derivative_predict	UNK=params UNK=exog UNK=transform
statsmodels	discrete	MultinomialModel	UNK	_derivative_exog	UNK=params UNK=exog UNK=transform UNK=dummy_idx
statsmodels	discrete	CountModel	UNK	predict	UNK=params UNK=exog UNK=exposure UNK=offset
statsmodels	discrete	CountModel	UNK	_derivative_predict	UNK=params UNK=exog UNK=transform
statsmodels	discrete	CountModel	UNK	_derivative_exog	UNK=params UNK=exog UNK=transform UNK=dummy_idx
statsmodels	discrete	Poisson	UNK	cdf	UNK=X
statsmodels	discrete	Poisson	UNK	pdf	UNK=X
statsmodels	discrete	Poisson	UNK	loglike	UNK=params
statsmodels	discrete	Poisson	UNK	loglikeobs	UNK=params
statsmodels	discrete	Poisson	UNK	fit_constrained	UNK=constraints UNK=start_params
statsmodels	discrete	Poisson	UNK	score	UNK=params
statsmodels	discrete	Poisson	UNK	score_obs	UNK=params
statsmodels	discrete	Poisson	UNK	hessian	UNK=params
statsmodels	discrete	Logit	UNK	cdf	UNK=X
statsmodels	discrete	Logit	UNK	pdf	UNK=X
statsmodels	discrete	Logit	UNK	loglike	UNK=params
statsmodels	discrete	Logit	UNK	loglikeobs	UNK=params
statsmodels	discrete	Logit	UNK	score	UNK=params
statsmodels	discrete	Logit	UNK	score_obs	UNK=params
statsmodels	discrete	Logit	UNK	hessian	UNK=params
statsmodels	discrete	Probit	UNK	cdf	UNK=X
statsmodels	discrete	Probit	UNK	pdf	UNK=X
statsmodels	discrete	Probit	UNK	loglike	UNK=params
statsmodels	discrete	Probit	UNK	loglikeobs	UNK=params
statsmodels	discrete	Probit	UNK	score	UNK=params
statsmodels	discrete	Probit	UNK	score_obs	UNK=params
statsmodels	discrete	Probit	UNK	hessian	UNK=params
statsmodels	discrete	MNLogit	UNK	cdf	UNK=X
statsmodels	discrete	MNLogit	UNK	loglike	UNK=params
statsmodels	discrete	MNLogit	UNK	loglikeobs	UNK=params
statsmodels	discrete	MNLogit	UNK	score	UNK=params
statsmodels	discrete	MNLogit	UNK	loglike_and_score	UNK=params
statsmodels	discrete	MNLogit	UNK	score_obs	UNK=params
statsmodels	discrete	MNLogit	UNK	hessian	UNK=params
statsmodels	discrete	NegativeBinomial	UNK	loglike	UNK=params
statsmodels	discrete	NegativeBinomial	UNK	_score_nbin	UNK=params UNK=Q
statsmodels	discrete	NegativeBinomial	UNK	_hessian_nb1	UNK=params
statsmodels	discrete	NegativeBinomial	UNK	_hessian_nb2	UNK=params
statsmodels	discrete	DiscreteResults	UNK	get_margeff	UNK=at UNK=method UNK=atexog UNK=dummy
statsmodels	discrete	DiscreteResults	UNK	summary	UNK=yname UNK=xname UNK=title UNK=alpha
statsmodels	discrete	DiscreteResults	UNK	summary2	UNK=yname UNK=xname UNK=title UNK=alpha
statsmodels	discrete	PoissonResults	UNK	predict_prob	UNK=n UNK=exog UNK=exposure UNK=offset
statsmodels	discrete	BinaryResults	UNK	pred_table	UNK=threshold
statsmodels	discrete	BinaryResults	UNK	resid_dev	void
statsmodels	discrete	BinaryResults	UNK	resid_pearson	void
statsmodels	discrete	BinaryResults	UNK	resid_response	void
statsmodels	discrete	LogitResults	UNK	resid_generalized	void
statsmodels	discrete	ProbitResults	UNK	resid_generalized	void
statsmodels	discrete	MultinomialResults	UNK	_get_endog_name	UNK=yname UNK=yname_list UNK=all
statsmodels	discrete	MultinomialResults	UNK	pred_table	void
statsmodels	discrete	MultinomialResults	UNK	resid_misclassified	void
statsmodels	discrete	MultinomialResults	UNK	summary2	UNK=alpha UNK=float_format
statsmodels	stats		UNK	mc2mnc	UNK=mc
statsmodels	stats		UNK	mnc2mc	UNK=mnc UNK=wmean
statsmodels	stats		UNK	cum2mc	UNK=kappa
statsmodels	stats		UNK	mnc2cum	UNK=mnc
statsmodels	stats		UNK	mc2cum	UNK=mc
statsmodels	stats		UNK	mvsk2mc	UNK=args
statsmodels	stats		UNK	mvsk2mnc	UNK=args
statsmodels	stats		UNK	mc2mvsk	UNK=args
statsmodels	stats		UNK	mnc2mvsk	UNK=args
statsmodels	stats		UNK	cov2corr	UNK=cov UNK=return_std
statsmodels	stats		UNK	corr2cov	UNK=corr UNK=std
statsmodels	stats		UNK	se_cov	UNK=cov
statsmodels	stats		UNK	ksstat	UNK=x UNK=cdf UNK=alternative UNK=args
statsmodels	stats		UNK	pval_lf	UNK=Dmax UNK=n
statsmodels	stats		UNK	kstest_normal	UNK=x UNK=pvalmethod
statsmodels	stats		UNK	pairwise_tukeyhsd	UNK=endog UNK=groups UNK=alpha
statsmodels	stats		UNK	anova_single	UNK=model
statsmodels	stats		UNK	anova1_lm_single	UNK=model UNK=endog UNK=exog UNK=nobs
statsmodels	stats		UNK	anova2_lm_single	UNK=model UNK=design_info UNK=n_rows UNK=test
statsmodels	stats		UNK	anova_lm	void
statsmodels	stats	ContrastResults	UNK	conf_int	UNK=alpha
statsmodels	stats	ContrastResults	UNK	summary	UNK=xname UNK=alpha UNK=title
statsmodels	stats	ContrastResults	UNK	summary_frame	UNK=xname UNK=alpha
statsmodels	stats	Contrast	UNK	_get_matrix	void
statsmodels	stats	Contrast	UNK	compute_matrix	void
statsmodels	stats		UNK	contrastfromcols	UNK=L UNK=D UNK=pseudo
statsmodels	stats	WaldTestResults	UNK	col_names	void
statsmodels	stats		UNK	_make_df_square	UNK=table
statsmodels	stats	Table	UNK	from_data	UNK=cls UNK=data UNK=shift_zeros
statsmodels	stats	Table	UNK	test_nominal_association	void
statsmodels	stats	Table	UNK	test_ordinal_association	UNK=row_scores UNK=col_scores
statsmodels	stats	SquareTable	UNK	symmetry	UNK=method
statsmodels	stats	SquareTable	UNK	homogeneity	UNK=method
statsmodels	stats	SquareTable	UNK	summary	UNK=alpha UNK=float_format
statsmodels	stats	Table2x2	UNK	from_data	UNK=cls UNK=data UNK=shift_zeros
statsmodels	stats	Table2x2	UNK	oddsratio_pvalue	UNK=null
statsmodels	stats	Table2x2	UNK	log_oddsratio_pvalue	UNK=null
statsmodels	stats	Table2x2	UNK	log_oddsratio_confint	UNK=alpha UNK=method
statsmodels	stats	Table2x2	UNK	oddsratio_confint	UNK=alpha UNK=method
statsmodels	stats	Table2x2	UNK	riskratio_pvalue	UNK=null
statsmodels	stats	Table2x2	UNK	log_riskratio_pvalue	UNK=null
statsmodels	stats	Table2x2	UNK	log_riskratio_confint	UNK=alpha UNK=method
statsmodels	stats	Table2x2	UNK	riskratio_confint	UNK=alpha UNK=method
statsmodels	stats	Table2x2	UNK	summary	UNK=alpha UNK=float_format UNK=method
statsmodels	stats	StratifiedTable	UNK	from_data	UNK=cls UNK=var1 UNK=var2 UNK=strata
statsmodels	stats	StratifiedTable	UNK	test_null_odds	UNK=correction
statsmodels	stats	StratifiedTable	UNK	logodds_pooled_confint	UNK=alpha UNK=method
statsmodels	stats	StratifiedTable	UNK	oddsratio_pooled_confint	UNK=alpha UNK=method
statsmodels	stats	StratifiedTable	UNK	test_equal_odds	UNK=adjust
statsmodels	stats	StratifiedTable	UNK	summary	UNK=alpha UNK=float_format UNK=method
statsmodels	stats		UNK	mcnemar	UNK=table UNK=exact UNK=correction
statsmodels	stats		UNK	cochrans_q	UNK=x UNK=return_object
statsmodels	stats		UNK	_HCCM	UNK=results UNK=scale
statsmodels	stats		UNK	cov_hc0	UNK=results
statsmodels	stats		UNK	cov_hc1	UNK=results
statsmodels	stats		UNK	cov_hc2	UNK=results
statsmodels	stats		UNK	cov_hc3	UNK=results
statsmodels	stats		UNK	_get_sandwich_arrays	UNK=results UNK=cov_type
statsmodels	stats		UNK	_HCCM1	UNK=results UNK=scale
statsmodels	stats		UNK	_HCCM2	UNK=hessian_inv UNK=scale
statsmodels	stats		UNK	weights_bartlett	UNK=nlags
statsmodels	stats		UNK	weights_uniform	UNK=nlags
statsmodels	stats		UNK	S_hac_simple	UNK=x UNK=nlags UNK=weights_func
statsmodels	stats		UNK	S_white_simple	UNK=x
statsmodels	stats		UNK	group_sums	UNK=x UNK=group
statsmodels	stats		UNK	S_hac_groupsum	UNK=x UNK=time UNK=nlags UNK=weights_func
statsmodels	stats		UNK	S_crosssection	UNK=x UNK=group
statsmodels	stats		UNK	cov_crosssection_0	UNK=results UNK=group
statsmodels	stats		UNK	cov_cluster	UNK=results UNK=group UNK=use_correction
statsmodels	stats		UNK	cov_cluster_2groups	UNK=results UNK=group UNK=group2 UNK=use_correction
statsmodels	stats		UNK	cov_white_simple	UNK=results UNK=use_correction
statsmodels	stats		UNK	cov_hac_simple	UNK=results UNK=nlags UNK=weights_func UNK=use_correction
statsmodels	stats		UNK	lagged_groups	UNK=x UNK=lag UNK=groupidx
statsmodels	stats		UNK	S_nw_panel	UNK=xw UNK=weights UNK=groupidx
statsmodels	stats		UNK	cov_nw_panel	UNK=results UNK=nlags UNK=groupidx UNK=weights_func
statsmodels	stats		UNK	cov_nw_groupsum	UNK=results UNK=nlags UNK=time UNK=weights_func
statsmodels	stats	Mediation	UNK	_simulate_params	UNK=result
statsmodels	stats	Mediation	UNK	_get_mediator_exog	UNK=exposure
statsmodels	stats	Mediation	UNK	_get_outcome_exog	UNK=exposure UNK=mediator
statsmodels	stats	Mediation	UNK	fit	UNK=method UNK=n_rep
statsmodels	stats	MediationResults	UNK	summary	UNK=alpha
statsmodels	stats		UNK	durbin_watson	UNK=resids UNK=axis
statsmodels	stats		UNK	omni_normtest	UNK=resids UNK=axis
statsmodels	stats		UNK	jarque_bera	UNK=resids UNK=axis
statsmodels	stats		UNK	robust_skewness	UNK=y UNK=axis
statsmodels	stats		UNK	_kr3	UNK=y UNK=alpha UNK=beta
statsmodels	stats		UNK	expected_robust_kurtosis	UNK=ab UNK=dg
statsmodels	stats		UNK	robust_kurtosis	UNK=y UNK=axis UNK=ab UNK=dg
statsmodels	stats		UNK	_medcouple_1d	UNK=y
statsmodels	stats		UNK	medcouple	UNK=y UNK=axis
statsmodels	stats		UNK	partial_project	UNK=endog UNK=exog
statsmodels	stats		UNK	cancorr	UNK=x1 UNK=x2 UNK=demean UNK=standardize
statsmodels	stats		UNK	cc_ranktest	UNK=x1 UNK=x2 UNK=demean UNK=fullrank
statsmodels	stats		UNK	cc_stats	UNK=x1 UNK=x2 UNK=demean
statsmodels	stats		UNK	ttest_power	UNK=effect_size UNK=nobs UNK=alpha UNK=df
statsmodels	stats		UNK	normal_power	UNK=effect_size UNK=nobs UNK=alpha UNK=alternative
statsmodels	stats		UNK	ftest_anova_power	UNK=effect_size UNK=nobs UNK=alpha UNK=k_groups
statsmodels	stats		UNK	ftest_power	UNK=effect_size UNK=df_num UNK=df_denom UNK=alpha
statsmodels	stats	Power	UNK	solve_power	void
statsmodels	stats	Power	UNK	plot_power	UNK=dep_var UNK=nobs UNK=effect_size UNK=alpha
statsmodels	stats	TTestPower	UNK	power	UNK=effect_size UNK=nobs UNK=alpha UNK=df
statsmodels	stats	TTestPower	UNK	solve_power	UNK=effect_size UNK=nobs UNK=alpha UNK=power
statsmodels	stats	TTestIndPower	UNK	power	UNK=effect_size UNK=nobs1 UNK=alpha UNK=ratio
statsmodels	stats	TTestIndPower	UNK	solve_power	UNK=effect_size UNK=nobs1 UNK=alpha UNK=power
statsmodels	stats	NormalIndPower	UNK	power	UNK=effect_size UNK=nobs1 UNK=alpha UNK=ratio
statsmodels	stats	NormalIndPower	UNK	solve_power	UNK=effect_size UNK=nobs1 UNK=alpha UNK=power
statsmodels	stats	FTestPower	UNK	power	UNK=effect_size UNK=df_num UNK=df_denom UNK=alpha
statsmodels	stats	FTestPower	UNK	solve_power	UNK=effect_size UNK=df_num UNK=df_denom UNK=nobs
statsmodels	stats	FTestAnovaPower	UNK	power	UNK=effect_size UNK=nobs UNK=alpha UNK=k_groups
statsmodels	stats	FTestAnovaPower	UNK	solve_power	UNK=effect_size UNK=nobs UNK=alpha UNK=power
statsmodels	stats	FTestAnovaPower	UNK	_solve_effect_size	UNK=effect_size UNK=nobs UNK=alpha UNK=power
statsmodels	stats	GofChisquarePower	UNK	power	UNK=effect_size UNK=nobs UNK=alpha UNK=n_bins
statsmodels	stats	GofChisquarePower	UNK	solve_power	UNK=effect_size UNK=nobs UNK=alpha UNK=power
statsmodels	stats	_GofChisquareIndPower	UNK	power	UNK=effect_size UNK=nobs1 UNK=alpha UNK=ratio
statsmodels	stats	_GofChisquareIndPower	UNK	solve_power	UNK=effect_size UNK=nobs1 UNK=alpha UNK=power
statsmodels	stats		UNK	anderson_statistic	UNK=x UNK=dist UNK=fit UNK=params
statsmodels	stats		UNK	normal_ad	UNK=x UNK=axis
statsmodels	stats	AllPairsResults	UNK	pval_corrected	UNK=method
statsmodels	stats	AllPairsResults	UNK	pval_table	void
statsmodels	stats	AllPairsResults	UNK	summary	void
statsmodels	stats		UNK	_int_ifclose	UNK=x UNK=dec UNK=width
statsmodels	stats		UNK	aggregate_raters	UNK=data UNK=n_cat
statsmodels	stats		UNK	to_table	UNK=data UNK=bins
statsmodels	stats		UNK	fleiss_kappa	UNK=table
statsmodels	stats		UNK	cohens_kappa	UNK=table UNK=weights UNK=return_results UNK=wt
statsmodels	stats		UNK	corr_nearest	UNK=corr UNK=threshold UNK=n_fact
statsmodels	stats		UNK	corr_clipped	UNK=corr UNK=threshold
statsmodels	stats		UNK	cov_nearest	UNK=cov UNK=method UNK=threshold UNK=n_fact
statsmodels	stats		UNK	_nmono_linesearch	UNK=obj UNK=grad UNK=x UNK=d
statsmodels	stats		UNK	_spg_optim	UNK=func UNK=grad UNK=start UNK=project
statsmodels	stats		UNK	_project_correlation_factors	UNK=X
statsmodels	stats	FactoredPSDMatrix	UNK	to_matrix	void
statsmodels	stats	FactoredPSDMatrix	UNK	decorrelate	UNK=rhs
statsmodels	stats	FactoredPSDMatrix	UNK	solve	UNK=rhs
statsmodels	stats	FactoredPSDMatrix	UNK	logdet	void
statsmodels	stats		UNK	corr_nearest_factor	UNK=corr UNK=rank UNK=ctol UNK=lam_min
statsmodels	stats		UNK	cov_nearest_factor_homog	UNK=cov UNK=rank
statsmodels	stats		UNK	corr_thresholded	UNK=data UNK=minabs UNK=max_elt
statsmodels	stats		UNK	powerdiscrepancy	UNK=observed UNK=expected UNK=lambd UNK=axis
statsmodels	stats		UNK	gof_chisquare_discrete	UNK=distfn UNK=arg UNK=rvs UNK=alpha
statsmodels	stats		UNK	gof_binning_discrete	UNK=rvs UNK=distfn UNK=arg UNK=nsupp
statsmodels	stats		UNK	chisquare	UNK=f_obs UNK=f_exp UNK=value UNK=ddof
statsmodels	stats		UNK	chisquare_power	UNK=effect_size UNK=nobs UNK=n_bins UNK=alpha
statsmodels	stats		UNK	chisquare_effectsize	UNK=probs0 UNK=probs1 UNK=correction UNK=cohen
statsmodels	stats	RegressionFDR	UNK	threshold	UNK=tfdr
statsmodels	stats		UNK	_design_knockoff_sdp	UNK=exog
statsmodels	stats		UNK	_design_knockoff_equi	UNK=exog
statsmodels	stats		UNK	outlier_test	UNK=model_results UNK=method UNK=alpha UNK=labels
statsmodels	stats		UNK	reset_ramsey	UNK=res UNK=degree
statsmodels	stats		UNK	variance_inflation_factor	UNK=exog UNK=exog_idx
statsmodels	stats	OLSInfluence	UNK	hat_matrix_diag	void
statsmodels	stats	OLSInfluence	UNK	resid_press	void
statsmodels	stats	OLSInfluence	UNK	influence	void
statsmodels	stats	OLSInfluence	UNK	hat_diag_factor	void
statsmodels	stats	OLSInfluence	UNK	ess_press	void
statsmodels	stats	OLSInfluence	UNK	resid_studentized_internal	void
statsmodels	stats	OLSInfluence	UNK	resid_studentized_external	void
statsmodels	stats	OLSInfluence	UNK	get_resid_studentized_external	UNK=sigma
statsmodels	stats	OLSInfluence	UNK	dffits_internal	void
statsmodels	stats	OLSInfluence	UNK	dffits	void
statsmodels	stats	OLSInfluence	UNK	dfbetas	void
statsmodels	stats	OLSInfluence	UNK	sigma2_not_obsi	void
statsmodels	stats	OLSInfluence	UNK	params_not_obsi	void
statsmodels	stats	OLSInfluence	UNK	det_cov_params_not_obsi	void
statsmodels	stats	OLSInfluence	UNK	cooks_distance	void
statsmodels	stats	OLSInfluence	UNK	cov_ratio	void
statsmodels	stats	OLSInfluence	UNK	resid_var	void
statsmodels	stats	OLSInfluence	UNK	resid_std	void
statsmodels	stats	OLSInfluence	UNK	_ols_xnoti	UNK=drop_idx UNK=endog_idx UNK=store
statsmodels	stats	OLSInfluence	UNK	_get_drop_vari	UNK=attributes
