orange	classification	EllipticEnvelopeClassifier	UNK	mahalanobis	UNK=observations
orange	canvas.utils		UNK	asmodule	UNK=module
orange	canvas.preview	PreviewDialog	UNK	setItems	UNK=items
orange	canvas.preview	PreviewDialog	UNK	setModel	UNK=model
orange	canvas.preview	PreviewDialog	UNK	model	void
orange	canvas.preview	PreviewDialog	UNK	setCurrentIndex	UNK=index
orange	canvas.preview	PreviewDialog	UNK	setHeading	UNK=heading
orange	canvas.preview	PreviewDialog	UNK	heading	void
orange	canvas.preview	TextLabel	UNK	setText	UNK=text
orange	canvas.preview	TextLabel	UNK	text	void
orange	canvas.preview	TextLabel	UNK	setTextElideMode	UNK=mode
orange	canvas.preview	TextLabel	UNK	setAlignment	UNK=align
orange	canvas.preview	PreviewBrowser	UNK	setModel	UNK=model
orange	canvas.preview	PreviewBrowser	UNK	model	void
orange	canvas.preview	PreviewBrowser	UNK	setPreviewDelegate	UNK=delegate
orange	canvas.preview	PreviewBrowser	UNK	setCurrentIndex	UNK=index
orange	canvas.preview	PreviewBrowser	UNK	currentIndex	void
orange	canvas.preview	PreviewBrowser	UNK	__onSelectionChanged	void
orange	canvas.preview	PreviewBrowser	UNK	__onDataChanged	UNK=topleft UNK=bottomRight
orange	canvas.preview	PreviewBrowser	UNK	__onDoubleClicked	UNK=index
orange	canvas.preview	PreviewBrowser	UNK	__update	void
orange	canvas.preview		UNK	preview_parse	UNK=scheme_file
orange	canvas.preview		UNK	scheme_svg_thumbnail	UNK=scheme_file
orange	canvas.preview		UNK	scan_update	UNK=item
orange	canvas.preview	PreviewModel	UNK	delayedScanUpdate	UNK=delay
orange	canvas.preview	PreviewItem	UNK	name	void
orange	canvas.preview	PreviewItem	UNK	setName	UNK=value
orange	canvas.preview	PreviewItem	UNK	description	void
orange	canvas.preview	PreviewItem	UNK	thumbnail	void
orange	canvas.preview	PreviewItem	UNK	setThumbnail	UNK=thumbnail
orange	canvas.preview	PreviewItem	UNK	path	void
orange	canvas.preview	PreviewItem	UNK	setPath	UNK=path
orange	canvas.registry	WidgetDescription	UNK	from_module	UNK=cls UNK=module
orange	canvas.registry	CategoryDescription	UNK	from_package	UNK=cls UNK=package
orange	canvas.registry	WidgetRegistry	UNK	categories	void
orange	canvas.registry	WidgetRegistry	UNK	category	UNK=name
orange	canvas.registry	WidgetRegistry	UNK	has_category	UNK=name
orange	canvas.registry	WidgetRegistry	UNK	widgets	UNK=category
orange	canvas.registry	WidgetRegistry	UNK	widget	UNK=qualified_name
orange	canvas.registry	WidgetRegistry	UNK	has_widget	UNK=qualified_name
orange	canvas.registry	WidgetRegistry	UNK	register_widget	UNK=desc
orange	canvas.registry	WidgetRegistry	UNK	register_category	UNK=desc
orange	canvas.registry	WidgetRegistry	UNK	_insert_category	UNK=desc
orange	canvas.registry	WidgetRegistry	UNK	_insert_widget	UNK=category UNK=desc
orange	canvas.registry	QtWidgetRegistry	UNK	model	void
orange	canvas.registry	QtWidgetRegistry	UNK	item_for_widget	UNK=widget
orange	canvas.registry	QtWidgetRegistry	UNK	action_for_widget	UNK=widget
orange	canvas.registry	QtWidgetRegistry	UNK	create_action_for_item	UNK=item
orange	canvas.registry	QtWidgetRegistry	UNK	_insert_category	UNK=desc
orange	canvas.registry	QtWidgetRegistry	UNK	_insert_widget	UNK=category UNK=desc
orange	canvas.registry	QtWidgetRegistry	UNK	_cat_desc_to_std_item	UNK=desc
orange	canvas.registry	QtWidgetRegistry	UNK	_widget_desc_to_std_item	UNK=desc UNK=category
orange	canvas.registry		UNK	tooltip_helper	UNK=desc
orange	canvas.registry		UNK	whats_this_helper	UNK=desc UNK=include_more_link
orange	canvas.registry		UNK	run_discovery	UNK=entry_points_iter UNK=cached
orange	canvas.registry		UNK	global_registry	UNK=entry_point_group
orange	canvas.registry		UNK	set_global_registry	UNK=registry UNK=entry_point_group
orange	canvas.registry		UNK	default_category_for_module	UNK=module
orange	canvas.registry	WidgetDiscovery	UNK	run	UNK=entry_points_iter
orange	canvas.registry	WidgetDiscovery	UNK	process_widget_module	UNK=module UNK=name UNK=category_name UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	process_category_package	UNK=category UNK=name UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	process_loader	UNK=callable
orange	canvas.registry	WidgetDiscovery	UNK	handle_widget	UNK=desc
orange	canvas.registry	WidgetDiscovery	UNK	handle_category	UNK=desc
orange	canvas.registry	WidgetDiscovery	UNK	iter_widget_descriptions	UNK=package UNK=category_name UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	widget_description	UNK=module UNK=widget_name UNK=category_name UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	cache_insert	UNK=module UNK=mtime UNK=description UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	cache_get	UNK=mod_path UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	cache_has_valid_entry	UNK=mod_path UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	cache_can_ignore	UNK=mod_path UNK=distribution
orange	canvas.registry	WidgetDiscovery	UNK	cache_log_error	UNK=mod_path UNK=error UNK=distribution
orange	canvas.registry		UNK	fix_pyext	UNK=mod_path
orange	canvas.registry		UNK	module_name_split	UNK=name
orange	canvas.registry		UNK	module_modified_time	UNK=module
orange	canvas.registry		UNK	asmodule	UNK=module
orange	canvas.registry		UNK	run_discovery	UNK=entry_point UNK=cached
orange	canvas.registry		UNK	registry_cache_filename	void
orange	canvas.registry		UNK	registry_cache	void
orange	canvas.registry		UNK	save_registry_cache	UNK=cache
orange	canvas.report	Report	UNK	show_report	void
orange	canvas.report	Report	UNK	get_widget_name_extension	void
orange	canvas.report	Report	UNK	create_report_html	void
orange	canvas.report	Report	UNK	report_items	UNK=name UNK=items
orange	canvas.report	Report	UNK	report_name	UNK=name
orange	canvas.report	Report	UNK	report_data	UNK=name UNK=data
orange	canvas.report	Report	UNK	report_domain	UNK=name UNK=domain
orange	canvas.report	Report	UNK	report_data_brief	UNK=name UNK=data
orange	canvas.report	Report	UNK	report_plot	UNK=name UNK=plot
orange	canvas.report	Report	UNK	report_table	UNK=name UNK=table UNK=header_rows UNK=header_columns
orange	canvas.report	Report	UNK	report_list	UNK=name UNK=data UNK=limit
orange	canvas.report	Report	UNK	report_paragraph	UNK=name UNK=text
orange	canvas.report	Report	UNK	report_caption	UNK=text
orange	canvas.report	Report	UNK	report_raw	UNK=name UNK=html
orange	canvas.report	Report	UNK	combo_value	UNK=combo
orange	canvas.report		UNK	plural	UNK=s UNK=number UNK=suffix
orange	canvas.report		UNK	plural_w	UNK=s UNK=number UNK=suffix UNK=capitalize
orange	canvas.report		UNK	bool_str	UNK=v
orange	canvas.report		UNK	clip_string	UNK=s UNK=limit UNK=sep
orange	canvas.report		UNK	clipped_list	UNK=items UNK=limit UNK=less_lookups UNK=total_min
orange	canvas.report		UNK	get_html_section	UNK=name
orange	canvas.report		UNK	get_html_subsection	UNK=name
orange	canvas.report		UNK	render_items	UNK=items
orange	canvas.report		UNK	render_items_vert	UNK=items
orange	canvas.report		UNK	get_html_img	UNK=scene
orange	canvas.report		UNK	describe_domain	UNK=domain
orange	canvas.report		UNK	describe_data	UNK=data
orange	canvas.report		UNK	describe_domain_brief	UNK=domain
orange	canvas.report		UNK	describe_data_brief	UNK=data
orange	canvas.report		UNK	list_legend	UNK=model UNK=selected
orange	preprocess	Discretize	UNK	__call__	UNK=data
orange	preprocess	Impute	UNK	__call__	UNK=data
orange	preprocess	RemoveConstant	UNK	__call__	UNK=data
orange	preprocess	RemoveNaNClasses	UNK	__call__	UNK=data
orange	preprocess	Normalize	UNK	__call__	UNK=data
orange	preprocess	Randomize	UNK	__call__	UNK=data
orange	preprocess	PreprocessorList	UNK	__call__	UNK=data
orange	preprocess	Transformation	UNK	__init__	UNK=variable
orange	preprocess	Transformation	UNK	__call__	UNK=data
orange	preprocess	Transformation	UNK	transform	UNK=c
orange	preprocess	Indicator	UNK	__init__	UNK=variable UNK=value
orange	preprocess	Indicator1	UNK	__init__	UNK=variable UNK=value
orange	preprocess	Normalizer	UNK	__init__	UNK=variable UNK=offset UNK=factor
orange	preprocess	Lookup	UNK	__init__	UNK=variable UNK=lookup_table
orange	preprocess	Discretization	UNK	__call__	UNK=data UNK=variable
orange	preprocess	EntropyMDL	UNK	_normalize	UNK=cls UNK=X UNK=axis UNK=out
orange	preprocess	EntropyMDL	UNK	_entropy_normalized	UNK=cls UNK=D UNK=axis
orange	preprocess	EntropyMDL	UNK	_entropy	UNK=cls UNK=D UNK=axis
orange	preprocess	EntropyMDL	UNK	_entropy1	UNK=cls UNK=D
orange	preprocess	EntropyMDL	UNK	_entropy2	UNK=cls UNK=D
orange	preprocess	EntropyMDL	UNK	_entropy_cuts_sorted	UNK=cls UNK=CS
orange	preprocess	EntropyMDL	UNK	_entropy_discretize_sorted	UNK=cls UNK=C UNK=force
orange	preprocess	DomainDiscretizer	UNK	__call__	UNK=data UNK=fixed
orange	preprocess	Remove	UNK	__call__	UNK=data
orange	preprocess		UNK	is_var	UNK=exp
orange	preprocess		UNK	is_removed	UNK=exp
orange	preprocess		UNK	_contains	UNK=exp UNK=cls
orange	preprocess		UNK	is_reduced	UNK=exp
orange	preprocess		UNK	is_sorted	UNK=exp
orange	preprocess		UNK	merge_transforms	UNK=exp
orange	preprocess		UNK	merge_lookup	UNK=A UNK=B
orange	misc		UNK	data_dir_base	void
orange	misc		UNK	data_dir	void
orange	misc		UNK	widget_settings_dir	void
orange	misc		UNK	cache_dir	void
orange	distance		UNK	_preprocess	UNK=table
orange	distance		UNK	_orange_to_numpy	UNK=x
orange	distance	Distance	UNK	__call__	UNK=e1 UNK=e2 UNK=axis UNK=impute
orange	distance	SklDistance	UNK	__init__	UNK=metric UNK=name UNK=supports_sparse
orange	distance	SpearmanDistance	UNK	__init__	UNK=absolute UNK=name
orange	distance	PearsonDistance	UNK	__init__	UNK=absolute UNK=name
orange	distance	MahalanobisDistance	UNK	fit	UNK=data UNK=axis
orange	statistics	Continuous	UNK	__getitem__	UNK=index
orange	statistics		UNK	_count_nans_per_row_sparse	UNK=X UNK=weights
orange	statistics		UNK	bincount	UNK=X UNK=max_val UNK=weights UNK=minlength
orange	statistics		UNK	countnans	UNK=X UNK=weights UNK=axis UNK=dtype
orange	statistics		UNK	contingency	UNK=X UNK=y UNK=max_X UNK=max_y
orange	statistics		UNK	stats	UNK=X UNK=weights UNK=compute_variance
orange	statistics		UNK	_sparse_has_zeros	UNK=x
orange	statistics		UNK	nanmin	UNK=x UNK=axis
orange	statistics		UNK	nanmax	UNK=x UNK=axis
orange	statistics		UNK	mean	UNK=x
orange	statistics		UNK	nanmean	UNK=x
orange	statistics		UNK	unique	UNK=x UNK=return_counts
orange	statistics		UNK	get_distributions_for_columns	UNK=data UNK=columns
orange	statistics	DomainBasicStats	UNK	__getitem__	UNK=index
orange	data	Storage	UNK	_compute_basic_stats	UNK=columns
orange	data	Storage	UNK	_compute_distributions	UNK=columns
orange	data	Storage	UNK	_compute_contingency	UNK=col_vars UNK=row_var
orange	data		UNK	one_hot	UNK=values UNK=dtype
orange	data		UNK	scale	UNK=values UNK=min UNK=max
orange	data	SharedComputeValue	UNK	__call__	UNK=data UNK=shared_data
orange	data	SharedComputeValue	UNK	compute	UNK=data UNK=shared_data
orange	data	Instance	UNK	__init__	UNK=domain UNK=data UNK=id
orange	data	Instance	UNK	domain	void
orange	data	Instance	UNK	x	void
orange	data	Instance	UNK	y	void
orange	data	Instance	UNK	metas	void
orange	data	Instance	UNK	list	void
orange	data	Instance	UNK	weight	void
orange	data	Instance	UNK	attributes	void
orange	data	Instance	UNK	classes	void
orange	data	Instance	UNK	get_class	void
orange	data	Instance	UNK	get_classes	void
orange	data	Instance	UNK	set_class	UNK=value
orange	modelling	Fitter	UNK	get_learner	UNK=problem_type
orange	modelling	Fitter	UNK	_change_kwargs	UNK=kwargs UNK=problem_type
orange	modelling	Fitter	UNK	supports_weights	void
orange	modelling	Fitter	UNK	get_params	UNK=problem_type
orange	clustering		UNK	data_clustering	UNK=data UNK=distance UNK=linkage
orange	clustering		UNK	feature_clustering	UNK=data UNK=distance UNK=linkage
orange	clustering		UNK	dist_matrix_linkage	UNK=matrix UNK=linkage
orange	clustering		UNK	dist_matrix_clustering	UNK=matrix UNK=linkage
orange	clustering		UNK	tree_from_linkage	UNK=linkage
orange	clustering		UNK	leaves	UNK=tree UNK=branches
orange	clustering		UNK	prune	UNK=cluster UNK=level UNK=height UNK=condition
orange	clustering		UNK	cluster_depths	UNK=cluster
orange	clustering		UNK	top_clusters	UNK=tree UNK=k
orange	clustering		UNK	optimal_leaf_ordering	UNK=tree UNK=distances UNK=progress_callback
orange	regression	MeanLearner	UNK	fit_storage	UNK=data
orange	regression	MeanModel	UNK	__init__	UNK=dist UNK=domain
orange	regression	MeanModel	UNK	predict	UNK=X
orange	projection		UNK	torgerson	UNK=distances UNK=n_components
orange	widgets.model	OWLoadModel	UNK	browse	void
orange	widgets.model	OWLoadModel	UNK	reload	void
orange	widgets.model	OWLoadModel	UNK	load	UNK=filename
orange	widgets.model	OWLoadModel	UNK	_remember	UNK=filename
orange	widgets.model	CustomRuleLearner	UNK	set_progress_advance_callback	UNK=f
orange	widgets.model	CustomRuleLearner	UNK	clear_progress_advance_callback	void
orange	widgets.model	CustomRuleLearner	UNK	find_rules_and_measure_progress	UNK=X UNK=Y UNK=W UNK=target_class
orange	widgets.model	OWRuleLearner	UNK	update_model	void
orange	widgets.model	OWSaveModel	UNK	setModel	UNK=model
orange	widgets.model	OWSaveModel	UNK	save	UNK=filename
orange	widgets.model	OWSaveModel	UNK	savecurrent	void
orange	widgets.model	OWSaveModel	UNK	browse	void
orange	widgets.model	OWRandomForest	UNK	get_learner_parameters	void
orange	widgets.evaluate		UNK	confusion_matrix	UNK=res UNK=index
orange	widgets.evaluate	BorderedItemDelegate	UNK	paint	UNK=painter UNK=option UNK=index
orange	widgets.evaluate	OWConfusionMatrix	UNK	set_results	UNK=results
orange	widgets.evaluate	OWConfusionMatrix	UNK	clear	void
orange	widgets.evaluate	OWConfusionMatrix	UNK	select_correct	void
orange	widgets.evaluate	OWConfusionMatrix	UNK	select_wrong	void
orange	widgets.evaluate	OWConfusionMatrix	UNK	cell_clicked	UNK=model_index
orange	widgets.evaluate	OWConfusionMatrix	UNK	commit	void
orange	widgets.evaluate	OWLiftCurve	UNK	set_results	UNK=results
orange	widgets.evaluate	OWLiftCurve	UNK	clear	void
orange	widgets.visualize	OWPythagoreanForest	UNK	set_rf	UNK=model
orange	widgets.visualize	OWPythagoreanForest	UNK	clear	void
orange	widgets.visualize	OWPythagoreanForest	UNK	update_depth	void
orange	widgets.visualize	OWPythagoreanForest	UNK	update_colors	void
orange	widgets.visualize	OWPythagoreanForest	UNK	update_size_calc	void
orange	widgets.visualize	OWPythagoreanForest	UNK	zoom_changed	void
orange	widgets.visualize	OWPythagoreanForest	UNK	disable_ui	void
orange	widgets.visualize	OWPythagoreanForest	UNK	_calculate_zoom	UNK=zoom_level
orange	widgets.visualize	OWPythagoreanForest	UNK	onDeleteWidget	void
orange	widgets.visualize	OWPythagoreanForest	UNK	commit	void
orange	widgets.visualize	SklRandomForestAdapter	UNK	get_trees	void
orange	widgets.visualize	SklRandomForestAdapter	UNK	domain	void
orange	widgets.visualize	MosaicVizRank	UNK	__init__	UNK=master
orange	widgets.visualize	MosaicVizRank	UNK	initialize	void
orange	widgets.visualize	MosaicVizRank	UNK	initialize_keep_ordering	void
orange	widgets.visualize	MosaicVizRank	UNK	run	void
orange	widgets.visualize	MosaicVizRank	UNK	max_attr_changed	void
orange	widgets.visualize	MosaicVizRank	UNK	check_preconditions	void
orange	widgets.visualize	MosaicVizRank	UNK	compute_attr_order	void
orange	widgets.visualize	MosaicVizRank	UNK	state_count	void
orange	widgets.visualize	MosaicVizRank	UNK	iterate_states	UNK=state
orange	widgets.visualize	MosaicVizRank	UNK	compute_score	UNK=state
orange	widgets.visualize	MosaicVizRank	UNK	row_for_state	UNK=score UNK=state
orange	widgets.visualize	OWMosaicDisplay	UNK	_get_discrete_data	UNK=data
orange	widgets.visualize	OWTreeGraph	UNK	set_node_info	void
orange	widgets.visualize	OWTreeGraph	UNK	ctree	UNK=model
orange	widgets.visualize	OWTreeGraph	UNK	walkcreate	UNK=node UNK=parent
orange	widgets.visualize	OWTreeGraph	UNK	update_node_info_cls	UNK=node
orange	widgets.visualize	OWTreeGraph	UNK	update_node_info_reg	UNK=node
orange	widgets.visualize	OWTreeGraph	UNK	toggle_node_color_cls	void
orange	widgets.visualize	OWTreeGraph	UNK	toggle_node_color_reg	void
orange	widgets.visualize	OWBoxPlot	UNK	draw_axis	void
orange	widgets.visualize	OWBoxPlot	UNK	draw_axis_disc	void
orange	widgets.visualize		UNK	split_domain	UNK=domain UNK=split_label
orange	widgets.visualize		UNK	candidate_split_labels	UNK=data
orange	widgets.visualize	OWHeatMap	UNK	set_dataset	UNK=data
orange	widgets.visualize	OWHeatMap	UNK	_make_parts	UNK=data UNK=group_var UNK=group_key
orange	widgets.visualize	OWHeatMap	UNK	__update_margins	void
orange	widgets.visualize	OWHeatMap	UNK	heatmap_widgets	void
orange	widgets.visualize	OWHeatMap	UNK	label_widgets	void
orange	widgets.visualize	OWHeatMap	UNK	dendrogram_widgets	void
orange	widgets.visualize	OWHeatMap	UNK	update_averages_stripe	void
orange	widgets.visualize	OWHeatMap	UNK	update_grid_spacing	void
orange	widgets.visualize	GraphicsHeatmapWidget	UNK	clear	void
orange	widgets.visualize	GraphicsHeatmapWidget	UNK	set_heatmap	UNK=heatmap
orange	widgets.visualize	GraphicsHeatmapWidget	UNK	set_heatmap_data	UNK=data
orange	widgets.visualize	GraphicsHeatmapWidget	UNK	_update_pixmap	void
orange	widgets.visualize	GraphicsHeatmapWidget	UNK	cell_at	UNK=pos
orange	widgets.visualize	GraphicsHeatmapWidget	UNK	cell_rect	UNK=row UNK=column
orange	widgets.visualize	GraphicsHeatmapWidget	UNK	row_rect	UNK=row
orange	widgets.visualize	HeatmapScene	UNK	select_from_dendrogram	UNK=dendrogram UNK=key
orange	widgets.visualize	GraphicsSimpleTextList	UNK	clear	void
orange	widgets.visualize	GraphicsSimpleTextList	UNK	set_labels	UNK=labels
orange	widgets.visualize	GraphicsSimpleTextList	UNK	setAlignment	UNK=alignment
orange	widgets.visualize	HeatmapSelectionManager	UNK	select_rows	UNK=rows UNK=heatmap UNK=clear
orange	widgets.visualize	HeatmapSelectionManager	UNK	remove_rows	UNK=rows
orange	widgets.visualize	HeatmapSelectionManager	UNK	selection_start	UNK=heatmap_widget UNK=event
orange	widgets.visualize	HeatmapSelectionManager	UNK	selection_update	UNK=heatmap_widget UNK=event
orange	widgets.visualize	HeatmapSelectionManager	UNK	selection_finish	UNK=heatmap_widget UNK=event
orange	widgets.visualize	HeatmapSelectionManager	UNK	selection_add	UNK=start UNK=end UNK=heatmap UNK=clear
orange	widgets.visualize	HeatmapSelectionManager	UNK	update_selection_rects	void
orange	widgets.visualize	GraphNode	UNK	graph_edges	void
orange	widgets.visualize	GraphNode	UNK	graph_add_edge	UNK=edge
orange	widgets.visualize	TreeGraphicsScene	UNK	_fix_pos	UNK=node UNK=x UNK=y
orange	widgets.visualize	OWParallelGraph	UNK	add_relevant_selections	UNK=old_selection_conditions
orange	widgets.visualize	OWParallelGraph	UNK	draw_statistics	void
orange	widgets.visualize	OWParallelGraph	UNK	draw_distributions	void
orange	widgets.visualize	OWVennDiagram	UNK	_invalidate	UNK=keys UNK=incremental
orange	widgets.visualize		UNK	pairwise	UNK=iterable
orange	widgets.visualize		UNK	table_concat	UNK=tables
orange	widgets.visualize		UNK	copy_descriptor	UNK=descriptor UNK=newname
orange	widgets.visualize		UNK	reshape_wide	UNK=table UNK=varlist UNK=idvarlist UNK=groupvarlist
orange	widgets.visualize		UNK	unique	UNK=seq
orange	widgets.visualize		UNK	varying_between	UNK=table UNK=idvar
orange	widgets.visualize		UNK	uniquify	UNK=strings
orange	widgets.visualize		UNK	string_attributes	UNK=domain
orange	widgets.visualize		UNK	discrete_attributes	UNK=domain
orange	widgets.visualize		UNK	source_attributes	UNK=domain
orange	widgets.visualize		UNK	disjoint	UNK=sets
orange	widgets.visualize		UNK	disjoint_set_label	UNK=i UNK=n UNK=simplify
orange	widgets.visualize		UNK	line_extended	UNK=line UNK=distance
orange	widgets.visualize		UNK	group_table_indices	UNK=table UNK=key_var
orange	widgets.visualize		UNK	selected_index	UNK=view
orange	widgets.visualize	OWDistributions	UNK	display_contingency	void
orange	widgets.visualize		UNK	dist_sum	UNK=dXW1 UNK=dXW2
orange	widgets.visualize		UNK	average_shifted_histogram	UNK=a UNK=h UNK=m UNK=weights
orange	widgets.visualize	OWPythagorasTree	UNK	set_tree	UNK=model
orange	widgets.visualize	OWPythagorasTree	UNK	clear	void
orange	widgets.visualize	OWPythagorasTree	UNK	update_depth	void
orange	widgets.visualize	OWPythagorasTree	UNK	update_colors	void
orange	widgets.visualize	OWPythagorasTree	UNK	update_size_calc	void
orange	widgets.visualize	OWPythagorasTree	UNK	invalidate_tree	void
orange	widgets.visualize	OWPythagorasTree	UNK	update_tooltip_enabled	void
orange	widgets.visualize	OWPythagorasTree	UNK	update_show_legend	void
orange	widgets.visualize	OWPythagorasTree	UNK	_update_log_scale_slider	void
orange	widgets.visualize	OWPythagorasTree	UNK	_set_max_depth	void
orange	widgets.visualize	OWPythagorasTree	UNK	onDeleteWidget	void
orange	widgets.visualize	OWPythagorasTree	UNK	commit	void
orange	widgets.visualize	OWSilhouettePlot	UNK	set_data	UNK=data
orange	widgets.visualize	OWSilhouettePlot	UNK	clear	void
orange	widgets.visualize	OWSilhouettePlot	UNK	commit	void
orange	widgets.visualize	SilhouettePlot	UNK	setScores	UNK=scores UNK=labels UNK=values UNK=colors
orange	widgets.visualize	SilhouettePlot	UNK	setBarHeight	UNK=height
orange	widgets.visualize	SilhouettePlot	UNK	barHeight	void
orange	widgets.visualize	SilhouettePlot	UNK	clear	void
orange	widgets.visualize	OWSieveDiagram	UNK	set_data	UNK=data
orange	widgets.visualize	OWSieveDiagram	UNK	update_attr	void
orange	widgets.visualize	OWSieveDiagram	UNK	set_input_features	UNK=attr_list
orange	widgets.visualize	OWSieveDiagram	UNK	resolve_shown_attributes	void
orange	widgets.visualize	OWSieveDiagram	UNK	select_area	UNK=area UNK=event
orange	widgets.visualize	OWSieveDiagram	UNK	update_selection	void
orange	widgets.visualize	OWSieveDiagram	UNK	update_graph	void
orange	widgets.visualize.utils	Anchorable	UNK	recalculate_offset	void
orange	widgets.visualize.utils	Anchorable	UNK	update_pos	void
orange	widgets.visualize.utils	Anchorable	UNK	__calculate_actual_offset	UNK=offset
orange	widgets.visualize.utils	AnchorableGraphicsView	UNK	update_anchored_items	void
orange	widgets.visualize.utils	ContinuousLegendItem	UNK	_format_values	UNK=values
orange	widgets.visualize.utils	Legend	UNK	set_domain	UNK=domain
orange	widgets.visualize.utils	Legend	UNK	set_items	UNK=values
orange	widgets.visualize.utils	Legend	UNK	setVisible	UNK=is_visible
orange	widgets.visualize.utils	ZoomableGraphicsView	UNK	__handle_zoom	UNK=direction
orange	widgets.visualize.utils	ZoomableGraphicsView	UNK	set_central_widget	UNK=widget
orange	widgets.visualize.utils	ZoomableGraphicsView	UNK	central_widget_rect	void
orange	widgets.visualize.utils	ZoomableGraphicsView	UNK	recalculate_and_fit	void
orange	widgets.visualize.utils	ZoomableGraphicsView	UNK	reset_zoom	void
orange	widgets.visualize.utils		UNK	lac	UNK=conts UNK=k UNK=nsteps UNK=window_size
orange	widgets.visualize.utils.tree	SklTreeAdapter	UNK	_subnode_range	UNK=node
orange	widgets.visualize.utils.tree	SklTreeAdapter	UNK	get_samples_in_leaves	void
orange	widgets.visualize.utils.tree	Rule	UNK	merge_with	UNK=rule
orange	widgets.data	SampleFoldIndices	UNK	__init__	UNK=folds UNK=stratified UNK=random_state
orange	widgets.data		UNK	add_origin	UNK=examples UNK=filename
orange	widgets.data	OWFile	UNK	dragEnterEvent	UNK=event
orange	widgets.data	OWFile	UNK	dropEvent	UNK=event
orange	widgets.data	OWMergeData	UNK	_compute_reduced_extra_data	UNK=var_extra_data
orange	widgets.data	OWMergeData	UNK	_values	UNK=data UNK=var UNK=as_string
orange	widgets.data	OWMergeData	UNK	_get_keymap	UNK=cls UNK=data UNK=var UNK=as_string
orange	widgets.data	OWMergeData	UNK	_augment_indices	UNK=var_data UNK=extra_map UNK=as_string
orange	widgets.data	OWMergeData	UNK	_merge_indices	UNK=var_data UNK=extra_map UNK=as_string
orange	widgets.data	OWMergeData	UNK	_combine_indices	UNK=var_data UNK=extra_map UNK=as_string
orange	widgets.data	OWMergeData	UNK	_join_table_by_indices	UNK=reduced_extra UNK=indices
orange	widgets.data	OWMergeData	UNK	_join_array_by_indices	UNK=left UNK=right UNK=indices UNK=string_cols
orange	widgets.data		UNK	selected_row	UNK=view
orange	widgets.data	FeatureConstructorSettingsHandler	UNK	is_valid_item	UNK=setting UNK=descriptor UNK=attrs UNK=metas
orange	widgets.data	OWFeatureConstructor	UNK	setDescriptors	UNK=descriptors
orange	widgets.data	OWFeatureConstructor	UNK	setData	UNK=data
orange	widgets.data		UNK	freevars	UNK=exp UNK=env
orange	widgets.data		UNK	validate_exp	UNK=exp
orange	widgets.data		UNK	bind_variable	UNK=descriptor UNK=env
orange	widgets.data		UNK	table	UNK=shape UNK=fill
orange	widgets.data	OWRank	UNK	switchRanksMode	UNK=index
orange	widgets.data	OWRank	UNK	updateScores	UNK=measuresMask
orange	widgets.data	OWRank	UNK	updateRankModel	UNK=measuresMask
orange	widgets.data	OWRank	UNK	onSelectItem	UNK=index
orange	widgets.data	OWRank	UNK	measuresSelectionChanged	UNK=measure
orange	widgets.data	OWRank	UNK	updateVisibleScoreColumns	void
orange	widgets.data	OWImpute	UNK	set_default_method	UNK=index
orange	widgets.data	OWImpute	UNK	get_method_for_column	UNK=column_index
orange	widgets.data	OWDiscretize	UNK	_update_points	void
orange	widgets.data	OWDiscretize	UNK	discretized_domain	void
orange	widgets.data		UNK	_index_to_enum	UNK=enum UNK=i
orange	widgets.data		UNK	_enum_to_index	UNK=enum UNK=key
orange	widgets.data	OWPreprocess	UNK	load	UNK=saved
orange	widgets.data	OWPreprocess	UNK	save	UNK=model
orange	widgets.data	OWPreprocess	UNK	set_data	UNK=data
orange	widgets.data		UNK	slices	UNK=indices
orange	widgets.data		UNK	source_model	UNK=view
orange	widgets.data		UNK	source_indexes	UNK=indexes UNK=view
orange	widgets.data		UNK	delslice	UNK=model UNK=start UNK=end
orange	widgets.data	ClassVarListItemModel	UNK	dropMimeData	UNK=mime UNK=action UNK=row UNK=column
orange	widgets.data	VariablesListItemView	UNK	dragEnterEvent	UNK=event
orange	widgets.data	VariablesListItemView	UNK	acceptsDropEvent	UNK=event
orange	widgets.data	ClassVariableItemView	UNK	acceptsDropEvent	UNK=event
orange	widgets.data	OWSelectAttributes	UNK	update_domain_role_hints	void
orange	widgets.data	OWSelectAttributes	UNK	selected_rows	UNK=view
orange	widgets.data	OWSelectAttributes	UNK	update_completer_model	void
orange	widgets.data	OWSelectAttributes	UNK	update_completer_prefix	UNK=filter
orange	widgets.data	PythonConsole	UNK	_moveCursorToInputLine	void
orange	widgets.data	PythonConsole	UNK	pasteCode	UNK=source
orange	widgets.data	PythonConsole	UNK	insertFromMimeData	UNK=source
orange	widgets.data		UNK	interleave	UNK=seq1 UNK=seq2
orange	widgets.data		UNK	select_row	UNK=view UNK=row
orange	widgets.data.utils	BaseEditor	UNK	parameters	void
orange	widgets.data.utils	BaseEditor	UNK	createinstance	UNK=params
