<tt style='background-color:#E8E8E8;'> abstract boolean <a href='http://www.php.net/manual/de/class.arrayaccess.php' stype='text-decoration'>ArrayAccess</a> :: <a href='http://www.php.net/manual/de/arrayaccess.offsetexists.php' style='text-decoration:none'> offsetExists </a> ( $offset=mixed )</tt>	Prüft ob ein offset-punkt existiert oder nicht
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.oci-bind-by-name.php' style='text-decoration:none'> oci_bind_by_name </a> ( $statement=resource $ph_name=string $variable=mixed $maxlength=int $type=int )</tt>	Bindet die php-variable variable an den oracle-platzhalter ph_name
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.oci-cancel.php' style='text-decoration:none'> oci_cancel </a> ( $statement=resource )</tt>	Annulliert einen zeiger gibt alle verknüpften ressourcen frei und beendet die möglichkeit von dem zeiger zu lesen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.oci-close.php' style='text-decoration:none'> oci_close </a> ( $connection=resource )</tt>	Hebt die connection auf
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.oci-error.php' style='text-decoration:none'> oci_error </a> ( $source=resource )</tt>	Liefert den zuletzt gefundenen fehler
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.oci-fetch-all.php' style='text-decoration:none'> oci_fetch_all </a> ( $statement=resource $output=array $skip=int $maxrows=int $flags=int )</tt>	Holt alle reihen eines ergebnisses in einem benutzerdefinierten array
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.oci-fetch-array.php' style='text-decoration:none'> oci_fetch_array </a> ( $statement=resource $mode=int )</tt>	Liefert ein array welches mit der nächsten ergebniszeile übereinstimmt
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.oci-fetch-assoc.php' style='text-decoration:none'> oci_fetch_assoc </a> ( $statement=resource )</tt>	Liefert die nächste zeile der ergebnisdaten als assoziatives array
<tt style='background-color:#E8E8E8;'> private object  <a href='http://www.php.net/manual/de/function.oci-fetch-object.php' style='text-decoration:none'> oci_fetch_object </a> ( $statement=resource )</tt>	Liefert die nächste zeile der ergebnisdaten als objekt
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.oci-fetch-row.php' style='text-decoration:none'> oci_fetch_row </a> ( $statement=resource )</tt>	Liefert die nächste zeile der ergebnisdaten als numerisches array
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.oci-fetch.php' style='text-decoration:none'> oci_fetch </a> ( $statement=resource )</tt>	Holt die nächste reihe bei select-anweisungen in den internen ergebnispuffer
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.oci-free-statement.php' style='text-decoration:none'> oci_free_statement </a> ( $statement=resource )</tt>	Gibt alle verknüpften ressourcen eines oracle-statements oder -zeigers frei die durch das ergebnis von oci_parse() zugewiesen oder von oracle eingeholt wurden
<tt style='background-color:#E8E8E8;'> private number  <a href='http://www.php.net/manual/de/function.octdec.php' style='text-decoration:none'> octdec </a> ( $octal_string=string )</tt>	Wandelt den oktal kodierten eingabestring octal_string in die entsprechende dezimaldarstellung
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.odbc-fetch-into.php' style='text-decoration:none'> odbc_fetch_into </a> ( $result_id=resource $result_array=array $rownumber=int )</tt>	Liest eine ergebniszeile in ein array
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.opcache-get-status.php' style='text-decoration:none'> opcache_get_status </a> ( $get_scripts=boolean )</tt>	Diese funktion liefert statusinformationen zu der cache instanz
<tt style='background-color:#E8E8E8;'> private boolean  <a href='http://www.php.net/manual/de/function.opcache-reset.php' style='text-decoration:none'> opcache_reset </a> ( void )</tt>	Diese funktion resettet den gesammten opcode cache
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.opendir.php' style='text-decoration:none'> opendir </a> ( $path=string $context=resource )</tt>	Öffnet ein verzeichnis-handle zur verwendung in nachfolgenden aufrufen von closedir() readdir() und rewinddir()
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openlog.php' style='text-decoration:none'> openlog </a> ( $ident=string $option=int $facility=int )</tt>	Die funktion openlog() öffnet eine verbindung zum system-logdienst eines programmes
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-csr-export-to-file.php' style='text-decoration:none'> openssl_csr_export_to_file </a> ( $csr=resource $outfilename=string $notext=bool )</tt>	Exportiert die mit dem parameter csr angegebene zertifikatssignierungsanfrage und speichert diese als ascii-armierten text in die datei mit dem namen outfilename
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-csr-export.php' style='text-decoration:none'> openssl_csr_export </a> ( $csr=resource $out=string $notext=bool )</tt>	Exportiert die mit dem parameter csr angegebene zertifikatssignierungsanfrage und speichert diese als ascii-armierten text in out der per referenz übergeben wird
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.openssl-csr-new.php' style='text-decoration:none'> openssl_csr_new </a> ( $dn=array $privkey=resource $configargs=array $extraattribs=array )</tt>	Erzeugt einen neuen csr zertifikatssignierungsanfrage basierend auf den informationen die mit dem parameter dn angegeben werden
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.openssl-csr-sign.php' style='text-decoration:none'> openssl_csr_sign </a> ( $csr=mixed $cacert=mixed $priv_key=mixed $days=int $configargs=array $serial=int )</tt>	Erzeugt eine x509 zertifikatressource aus dem übergebenen csr
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.openssl-encrypt.php' style='text-decoration:none'> openssl_encrypt </a> ( $data=string $method=string $password=string $raw_output=bool $iv=string )</tt>	Verschlüsselt die daten mit der angegebenen methode und schlüssel
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.openssl-error-string.php' style='text-decoration:none'> openssl_error_string </a> ( void )</tt>	Gibt den letzten fehlertext der openssl-bibliothek zurück
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.openssl-free-key.php' style='text-decoration:none'> openssl_free_key </a> ( $key_identifier=resource )</tt>	Gibt den speicher des über den parameter key_identifier identifizierten schlüssels frei 
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-open.php' style='text-decoration:none'> openssl_open </a> ( $sealed_data=string $open_data=string $env_key=string $priv_key_id=mixed )</tt>	Die funktion openssl_open() öffnet entschlüsselt) sealed_data unter verwendung des privaten schlüssels der mit der schlüsselkennung priv_key_id und dem umschlagschlüssel env_key verknüpft ist und füllt open_data mit den entschlüsselten daten
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-pkcs12-export-to-file.php' style='text-decoration:none'> openssl_pkcs12_export_to_file </a> ( $x509=mixed $filename=string $priv_key=mixed $pass=string $args=array )</tt>	Speichert x509 in der in filename angegebenen datei im format pkcs#12
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-pkcs12-read.php' style='text-decoration:none'> openssl_pkcs12_read </a> ( $PKCS12=mixed $certs=array $pass=string )</tt>	Speichert das im parameter pkcs12 übergebene pkcs#12 zertifikat als array im parameter certs
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-pkcs7-decrypt.php' style='text-decoration:none'> openssl_pkcs7_decrypt </a> ( $infilename=string $outfilename=string $recipcert=mixed $recipkey=mixed )</tt>	Die funktion openssl_pkcs7_decrypt() entschlüsselt die mit s/mime verschlüsselte nachricht die sich in der datei befindet die mit dem paramter infilename angegeben wurde
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-pkcs7-encrypt.php' style='text-decoration:none'> openssl_pkcs7_encrypt </a> ( $infile=string $outfile=string $recipcerts=mixed $headers=array $flags=int $cipherid=int )</tt>	Verschlüsselt den inhalt der datei namens infile und verschlüsselt ihn unter verwendung eines rc2 40-bit schlüssels
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-pkcs7-sign.php' style='text-decoration:none'> openssl_pkcs7_sign </a> ( $infilename=string $outfilename=string $signcert=mixed $privkey=mixed $headers=array $flags=int $extracerts=string )</tt>	Die funktion openssl_pkcs7_sign() signiert die inhalte der datei angegeben durch den pararmeter infilename
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.openssl-pkcs7-verify.php' style='text-decoration:none'> openssl_pkcs7_verify </a> ( $filename=string $flags=int $outfilename=string $cainfo=array $extracerts=string $content=string )</tt>	Liest die in der angegebenen datei enthaltene s/mime nachricht und untersucht die digitale signatur
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-pkey-export-to-file.php' style='text-decoration:none'> openssl_pkey_export_to_file </a> ( $key=mixed $outfilename=string $passphrase=string $configargs=array )</tt>	Speichert eine mit einer ascii-hülle pem-kodiert versehene repräsentation des schlüssels key in die in outfilename .benannte datei
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-pkey-export.php' style='text-decoration:none'> openssl_pkey_export </a> ( $key=mixed $out=string $passphrase=string $configargs=array )</tt>	Exportiert key als eine pem kodierte zeichenkette und speichert diese in out welcher per referenz übergeben wird)
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.openssl-pkey-free.php' style='text-decoration:none'> openssl_pkey_free </a> ( $key=resource )</tt>	Diese funktion gibt einen privaten schlüssel frei der mittels openssl_pkey_new() erstellt wurde
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.openssl-pkey-get-details.php' style='text-decoration:none'> openssl_pkey_get_details </a> ( $key=resource )</tt>	Diese funktion gibt die schlüssel-details zurück bits schlüssel typ)
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.openssl-pkey-get-private.php' style='text-decoration:none'> openssl_pkey_get_private </a> ( $key=mixed $passphrase=string )</tt>	Parst key und bereitet ihn zur nutzung durch andere funktionen vor
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.openssl-pkey-get-public.php' style='text-decoration:none'> openssl_pkey_get_public </a> ( $certificate=mixed )</tt>	Extrahiert den öffentlichen schlüssel aus certificate und bereitet ihn für den gebrauch durch andere funktionen vor
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.openssl-pkey-new.php' style='text-decoration:none'> openssl_pkey_new </a> ( $configargs=array )</tt>	Erzeugt ein neues privates und öffentliches schlüsselpaar
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-private-decrypt.php' style='text-decoration:none'> openssl_private_decrypt </a> ( $data=string $decrypted=string $key=mixed $padding=int )</tt>	Entschlüselt data die zuvor mit openssl_public_encrypt() verschlüsselt wurden und speichert das ergebnis in decrypted
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-private-encrypt.php' style='text-decoration:none'> openssl_private_encrypt </a> ( $data=string $crypted=string $key=mixed $padding=int )</tt>	Verschlüsselt data mit dem privaten key und speichert das ergebnis in crypted
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-public-decrypt.php' style='text-decoration:none'> openssl_public_decrypt </a> ( $data=string $decrypted=string $key=mixed $padding=int )</tt>	Entschlüsselt data die zuvor mit openssl_private_encrypt() verschlüsselt wurden und speichert das ergebnis in decrypted
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-public-encrypt.php' style='text-decoration:none'> openssl_public_encrypt </a> ( $data=string $crypted=string $key=mixed $padding=int )</tt>	Verschlüsselt data mit dem öffentlichen schlüssel key und speichert das ergebnis in crypted
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.openssl-seal.php' style='text-decoration:none'> openssl_seal </a> ( $data=string $sealed_data=string $env_keys=array $pub_key_ids=array $method=string )</tt>	Die funktion openssl_seal() verschlüsselt data unter verwendung von rc4 mit einem zufällig erzeugten geheimen schlüssel
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-sign.php' style='text-decoration:none'> openssl_sign </a> ( $data=string $signature=string $priv_key_id=mixed $signature_alg=int )</tt>	Errechnet eine signatur für die im parameter data angegebenen daten
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.openssl-verify.php' style='text-decoration:none'> openssl_verify </a> ( $data=string $signature=string $pub_key_id=mixed $signature_alg=mixed )</tt>	Die funktion openssl_verify() überprüft die korrektheit der unterschrift signature für die angegebenen daten data mit hilfe des öffentlichen schlüssels pub_key_id
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-x509-check-private-key.php' style='text-decoration:none'> openssl_x509_check_private_key </a> ( $cert=mixed $key=mixed )</tt>	Prüft ob der übergebene schlüssel key der private schlüssel zum zertifikat cert ist
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.openssl-x509-checkpurpose.php' style='text-decoration:none'> openssl_x509_checkpurpose </a> ( $x509cert=mixed $purpose=int $cainfo=array $untrustedfile=string )</tt>	Überprüft ein zertifikat um festzustellen ob es für den in purpose angegebenen zweck eingesetzt werden kann
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.openssl-x509-export-to-file.php' style='text-decoration:none'> openssl_x509_export_to_file </a> ( $x509=mixed $outfilename=string $notext=bool )</tt>	Speichert ein x509 in eine datei mit namen outfilename in einem pem-format
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.openssl-x509-parse.php' style='text-decoration:none'> openssl_x509_parse </a> ( $x509cert=mixed $shortnames=bool )</tt>	Liefert informationen über das per x509cert übergebene zertifikat zurück wie beispielsweise name des gegenstands name des herausgebers zweck zeitangaben zur gültigkeit etc
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.openssl-x509-read.php' style='text-decoration:none'> openssl_x509_read </a> ( $x509certdata=mixed )</tt>	Die funktion openssl_x509_read() parst das in x509certdata übergebene zertifikat und gibt eine ressource zurück
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.ord.php' style='text-decoration:none'> ord </a> ( $string=string )</tt>	Gibt den ascii-wert des ersten zeichens von string zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.pack.php' style='text-decoration:none'> pack </a> ( $format=string $args=mixed $...=mixed )</tt>	Packt die angegebenen argumente unter beachtung von format in eine binär-zeichenkette
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.parse-ini-file.php' style='text-decoration:none'> parse_ini_file </a> ( $filename=string $process_sections=bool $scanner_mode=int )</tt>	Lädt die in filename angegebene datei und gibt die darin enthaltenen einstellungen in einem assoziativen array zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.parse-ini-string.php' style='text-decoration:none'> parse_ini_string </a> ( $ini=string $process_sections=bool $scanner_mode=int )</tt>	Gibt die konfiguration aus dem string ini in einem assoziativen array zurück
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.parse-str.php' style='text-decoration:none'> parse_str </a> ( $str=string $arr=array )</tt>	Verarbeitet str als ob er der query-string einer url-übergabe via get wäre und erstellt variablen im aktuellen geltungsbereich
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.parse-url.php' style='text-decoration:none'> parse_url </a> ( $url=string $component=int )</tt>	Diese funktion parst einen url und gibt ein assoziatives array zurück das die im url vorhandenen komponenten enthält
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.passthru.php' style='text-decoration:none'> passthru </a> ( $command=string $return_var=int )</tt>	Die funktion passthru() ähnelt der funktion exec() da sie ebenfalls ein command ausführt
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.password-get-info.php' style='text-decoration:none'> password_get_info </a> ( $hash=string )</tt>	Falls ein gültiger hash übergeben wird der durch einen von password_hash() unterstützen algorithmus erzeugt wurde gibt diese funktion ein array mit informationen über diesen hash zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.password-hash.php' style='text-decoration:none'> password_hash </a> ( $password=string $algo=integer $options=array )</tt>	Erstellt einen neuen passwort-hash und benutzt dabei einen starken einweg-hashing-algorithmus
<tt style='background-color:#E8E8E8;'> private boolean  <a href='http://www.php.net/manual/de/function.password-needs-rehash.php' style='text-decoration:none'> password_needs_rehash </a> ( $hash=string $algo=string $options=string )</tt>	Diese funktion überprüft ob der übergebene hash den gleichen algorithmus und die gleichen optionen nutzt wie in den übergebenen optionen abgegeben
<tt style='background-color:#E8E8E8;'> private boolean  <a href='http://www.php.net/manual/de/function.password-verify.php' style='text-decoration:none'> password_verify </a> ( $password=string $hash=string )</tt>	Überprüft ob ein passwort und ein hash zusammenpassen
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.pathinfo.php' style='text-decoration:none'> pathinfo </a> ( $path=string $options=int )</tt>	Gibt informationen über einen dateipfad path zurück: entweder als assoziatives array oder als string abhängig vom options -parameter
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pclose.php' style='text-decoration:none'> pclose </a> ( $handle=resource )</tt>	Schließt einen prozess-dateizeiger der durch einen aufruf von popen() geöffnet wurde
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pcntl-wstopsig.php' style='text-decoration:none'> pcntl_wstopsig </a> ( $status=int )</tt>	Gibt die zahl des signals zurück das verursachte dass das kind anhielt
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pcntl-wtermsig.php' style='text-decoration:none'> pcntl_wtermsig </a> ( $status=int )</tt>	Gibt die zahl des signals zurück das verursachte dass das kind beendet wurde
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/EMPTY' style='text-decoration:none'> PDF_load_3ddata </a> ( $pdfdoc=resource $filename=string $optlist=string )</tt>	None
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-activate-item.php' style='text-decoration:none'> PDF_activate_item </a> ( $pdfdoc=resource $id=int )</tt>	Aktiviert ein zuvor generiertes strukturelement oder einen anderen dokumentbestandteil
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-add-launchlink.php' style='text-decoration:none'> PDF_add_launchlink </a> ( $pdfdoc=resource $llx=float $lly=float $urx=float $ury=float $filename=string )</tt>	Fügt eine verknüpfung auf eine web-ressource hinzu
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-add-locallink.php' style='text-decoration:none'> PDF_add_locallink </a> ( $pdfdoc=resource $lowerleftx=float $lowerlefty=float $upperrightx=float $upperrighty=float $page=int $dest=string )</tt>	Fügt eine verknüpfung hinzu die auf eine andere stelle des aktuellen pdf-dokuments verweist
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-add-nameddest.php' style='text-decoration:none'> PDF_add_nameddest </a> ( $pdfdoc=resource $name=string $optlist=string )</tt>	Erzeugt ein benanntes sprungziel auf eine beliebige seite des aktuellen dokuments
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-add-table-cell.php' style='text-decoration:none'> PDF_add_table_cell </a> ( $pdfdoc=resource $table=int $column=int $row=int $text=string $optlist=string )</tt>	Fügt eine zelle zu einer neuen oder bereits vorhandenen tabelle hinzu
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-add-textflow.php' style='text-decoration:none'> PDF_add_textflow </a> ( $pdfdoc=resource $textflow=int $text=string $optlist=string )</tt>	Erzeugt ein textflussobjekt oder fügt text und spezielle optionen zu einem vorhandenen textfluss hinzu
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-add-thumbnail.php' style='text-decoration:none'> PDF_add_thumbnail </a> ( $pdfdoc=resource $image=int )</tt>	Fügt ein existierendes bild in verkleinerter form auf der aktuellen seite ein
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-add-weblink.php' style='text-decoration:none'> PDF_add_weblink </a> ( $pdfdoc=resource $lowerleftx=float $lowerlefty=float $upperrightx=float $upperrighty=float $url=string )</tt>	Fügt eine web-verknüpfung auf url ein
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-arc.php' style='text-decoration:none'> PDF_arc </a> ( $p=resource $x=float $y=float $r=float $alpha=float $beta=float )</tt>	Fügt einen gegen den uhrzeigersinn gezeichneten kreisbogen hinzu
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-arcn.php' style='text-decoration:none'> PDF_arcn </a> ( $p=resource $x=float $y=float $r=float $alpha=float $beta=float )</tt>	Bis auf die zeichenrichtung verhält sich die funktion exakt wie pdf_arc()
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-begin-document.php' style='text-decoration:none'> PDF_begin_document </a> ( $pdfdoc=resource $filename=string $optlist=string )</tt>	Erstellt abhängig von verschiedenen optionen eine neue pdf-datei
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-begin-glyph.php' style='text-decoration:none'> PDF_begin_glyph </a> ( $pdfdoc=resource $glyphname=string $wx=float $llx=float $lly=float $urx=float $ury=float )</tt>	Beginnt eine glyphendefinition für eine typ-3-schriftart
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-begin-item.php' style='text-decoration:none'> PDF_begin_item </a> ( $pdfdoc=resource $tag=string $optlist=string )</tt>	Öffnet ein strukturelement oder einen anderen dokumentbestandteil mit den als optionen übergebenen attributen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-begin-layer.php' style='text-decoration:none'> PDF_begin_layer </a> ( $pdfdoc=resource $layer=int )</tt>	Beginnt eine ebene für die nachfolgende ausgabe auf der seite
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-begin-page-ext.php' style='text-decoration:none'> PDF_begin_page_ext </a> ( $pdfdoc=resource $width=float $height=float $optlist=string )</tt>	Fügt dem dokument eine neue seite hinzu und bestimmt mehrere optionen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-begin-page.php' style='text-decoration:none'> PDF_begin_page </a> ( $pdfdoc=resource $width=float $height=float )</tt>	Fügt eine neue seite in das dokument ein
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-begin-pattern.php' style='text-decoration:none'> PDF_begin_pattern </a> ( $pdfdoc=resource $width=float $height=float $xstep=float $ystep=float $painttype=int )</tt>	Beginnt eine neue füllmusterdefinition
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-begin-template-ext.php' style='text-decoration:none'> PDF_begin_template_ext </a> ( $pdfdoc=resource $width=float $height=float $optlist=string )</tt>	Beginnt eine neue templatedefinition
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-begin-template.php' style='text-decoration:none'> PDF_begin_template </a> ( $pdfdoc=resource $width=float $height=float )</tt>	Beginnt eine neue templatedefinition
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-circle.php' style='text-decoration:none'> PDF_circle </a> ( $pdfdoc=resource $x=float $y=float $r=float )</tt>	Fügt einen kreis hinzu
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-clip.php' style='text-decoration:none'> PDF_clip </a> ( $p=resource )</tt>	Verwendet den aktuellen pfad als clipping-pfad und schließt ihn
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-close-image.php' style='text-decoration:none'> PDF_close_image </a> ( $p=resource $image=int )</tt>	Schließt ein image das mittels pdf_open_image() aufgerufen wurde
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-close-pdi-page.php' style='text-decoration:none'> PDF_close_pdi_page </a> ( $p=resource $page=int )</tt>	Schließt das seiten-handle und gibt alle seitenbezogenen ressourcen frei
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-close-pdi.php' style='text-decoration:none'> PDF_close_pdi </a> ( $p=resource $doc=int )</tt>	Schließt alle geöffneten seitenhandles sowie das pdf-importdokument
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-close.php' style='text-decoration:none'> PDF_close </a> ( $p=resource )</tt>	Schließt die generierte pdf-datei und gibt alle dokumentbezogenen ressourcen frei
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-closepath-fill-stroke.php' style='text-decoration:none'> PDF_closepath_fill_stroke </a> ( $p=resource )</tt>	Schließt den pfad füllt und umrandet ihn
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-closepath-stroke.php' style='text-decoration:none'> PDF_closepath_stroke </a> ( $p=resource )</tt>	Schließt den pfad und umrandet ihn
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-closepath.php' style='text-decoration:none'> PDF_closepath </a> ( $p=resource )</tt>	Schließt den aktuellen pfad
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-concat.php' style='text-decoration:none'> PDF_concat </a> ( $p=resource $a=float $b=float $c=float $d=float $e=float $f=float )</tt>	Verknüpft eine matrix mit der aktuellen transformationsmatrix ctm 
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-continue-text.php' style='text-decoration:none'> PDF_continue_text </a> ( $p=resource $text=string )</tt>	Schreibt text in die nächste zeile
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-create-3dview.php' style='text-decoration:none'> PDF_create_3dview </a> ( $pdfdoc=resource $username=string $optlist=string )</tt>	Erzeugt einen 3d-view
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-create-action.php' style='text-decoration:none'> PDF_create_action </a> ( $pdfdoc=resource $type=string $optlist=string )</tt>	Erzeugt eine aktion die auf verschiedene objekte und events angewendet werden kann
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pdf-create-annotation.php' style='text-decoration:none'> PDF_create_annotation </a> ( $pdfdoc=resource $llx=float $lly=float $urx=float $ury=float $type=string $optlist=string )</tt>	Erzeugt auf der aktuellen seite eine rechteckige anmerkung
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pdf-create-bookmark.php' style='text-decoration:none'> PDF_create_bookmark </a> ( $pdfdoc=resource $text=string $optlist=string )</tt>	Erzeugt ein lesezeichen mit verschiedenen optionen
