ruby	core	Abbrev	UNK	abbrev	UNK=words UNK=pattern
ruby	Resolv.DNS.Resource	SOA	instance	new	UNK=mname UNK=rname UNK=serial UNK=refresh UNK=retry_ UNK=expire UNK=minimum
ruby	Resolv.DNS.Resource	TXT	UNK	data	void
ruby	Resolv.DNS.Resource.IN	A	instance	new	UNK=address
ruby	Resolv.DNS.Resource.IN	AAAA	instance	new	UNK=address
ruby	Resolv.DNS.Resource.IN	SRV	instance	new	UNK=priority UNK=weight UNK=port UNK=target
ruby	core	Array	UNK	dclone	void
ruby	core	Fixnum	UNK	dclone	void
ruby	core	Float	UNK	dclone	void
ruby	core	Object	UNK	dclone	void
ruby	core	Symbol	UNK	dclone	void
ruby	REXML	AttlistDecl	instance	new	UNK=source
ruby	REXML	AttlistDecl	UNK	[]	UNK=key
ruby	REXML	AttlistDecl	UNK	each	UNK=&block;
ruby	REXML	AttlistDecl	bool	include?	UNK=key
ruby	REXML	AttlistDecl	UNK	write	UNK=out UNK=indent
ruby	REXML	Attribute	UNK	==	UNK=other
ruby	REXML	Attribute	UNK	clone	void
ruby	REXML	Attribute	UNK	element=	UNK=element
ruby	REXML	Attribute	UNK	hash	void
ruby	REXML	Attribute	UNK	namespace	UNK=arg
ruby	REXML	Attribute	UNK	prefix	void
ruby	REXML	Attribute	UNK	remove	void
ruby	REXML	Attribute	UNK	to_s	void
ruby	REXML	Attribute	UNK	to_string	void
ruby	REXML	Attribute	UNK	value	void
ruby	REXML	Attribute	UNK	write	UNK=output UNK=indent
ruby	REXML	Attributes	instance	new	UNK=element
ruby	REXML	Attributes	UNK	[]	UNK=name
ruby	REXML	Attributes	UNK	[]=	UNK=name UNK=value
ruby	REXML	Attributes	UNK	add	UNK=attribute
ruby	REXML	Attributes	UNK	delete	UNK=attribute
ruby	REXML	Attributes	UNK	delete_all	UNK=name
ruby	REXML	Attributes	UNK	each	void
ruby	REXML	Attributes	UNK	each_attribute	void
ruby	REXML	Attributes	UNK	get_attribute	UNK=name
ruby	REXML	Attributes	UNK	get_attribute_ns	UNK=namespace UNK=name
ruby	REXML	Attributes	UNK	length	void
ruby	REXML	Attributes	UNK	prefixes	void
ruby	REXML	CData	UNK	clone	void
ruby	REXML	CData	UNK	to_s	void
ruby	REXML	Child	UNK	bytes	void
ruby	REXML	Child	UNK	document	void
ruby	REXML	Child	UNK	next_sibling=	UNK=other
ruby	REXML	Child	UNK	parent=	UNK=other
ruby	REXML	Child	UNK	previous_sibling=	UNK=other
ruby	REXML	Child	UNK	remove	void
ruby	REXML	Child	UNK	replace_with	UNK=child
ruby	REXML	Comment	UNK	<=>	UNK=other
ruby	REXML	Comment	UNK	==	UNK=other
ruby	REXML	DocType	UNK	notation	UNK=name
ruby	REXML	DocType	UNK	notations	void
ruby	REXML	DocType	UNK	public	void
ruby	REXML	DocType	UNK	system	void
ruby	REXML	DocType	UNK	write	UNK=output UNK=indent UNK=transitive UNK=ie_hack
ruby	REXML	Document	UNK	entity_expansion_limit	void
ruby	REXML	Document	UNK	entity_expansion_limit=	UNK=val
ruby	REXML	Document	UNK	entity_expansion_text_limit	void
ruby	REXML	Document	UNK	entity_expansion_text_limit=	UNK=val
ruby	REXML	Document	instance	new	UNK=source UNK=context
ruby	REXML	Document	UNK	add	UNK=child
ruby	REXML	Document	UNK	clone	void
ruby	REXML	Document	UNK	expanded_name	void
ruby	REXML	Document	UNK	write	UNK=output UNK=indent UNK=transtive UNK=ie_hack UNK=encoding
ruby	REXML	Element	instance	new	UNK=arg UNK=parent UNK=context
ruby	REXML	Element	UNK	add_attribute	UNK=key UNK=value
ruby	REXML	Element	UNK	add_attributes	UNK=hash
ruby	REXML	Element	UNK	add_element	UNK=element UNK=attrs
ruby	REXML	Element	UNK	add_namespace	UNK=prefix UNK=uri
ruby	REXML	Element	UNK	add_text	UNK=text
ruby	REXML	Element	UNK	attribute	UNK=name UNK=namespace
ruby	REXML	Element	UNK	cdatas	void
ruby	REXML	Element	UNK	clone	void
ruby	REXML	Element	UNK	comments	void
ruby	REXML	Element	UNK	delete_attribute	UNK=key
ruby	REXML	Element	UNK	delete_element	UNK=element
ruby	REXML	Element	UNK	delete_namespace	UNK=namespace
ruby	REXML	Element	UNK	document	void
ruby	REXML	Element	UNK	each_element	UNK=xpath
ruby	REXML	Element	UNK	each_element_with_attribute	UNK=key UNK=value UNK=max UNK=name
ruby	REXML	Element	UNK	each_element_with_text	UNK=text UNK=max UNK=name
ruby	REXML	Element	UNK	get_elements	UNK=xpath
ruby	REXML	Element	UNK	get_text	UNK=path
ruby	REXML	Element	bool	has_attributes?	void
ruby	REXML	Element	bool	has_elements?	void
ruby	REXML	Element	bool	has_text?	void
ruby	REXML	Element	UNK	instructions	void
ruby	REXML	Element	UNK	namespace	UNK=prefix
ruby	REXML	Element	UNK	next_element	void
ruby	REXML	Element	UNK	prefixes	void
ruby	REXML	Element	UNK	previous_element	void
ruby	REXML	Element	UNK	raw	void
ruby	REXML	Element	UNK	root_node	void
ruby	REXML	Element	UNK	text	UNK=path
ruby	REXML	Element	UNK	text=	UNK=text
ruby	REXML	Element	UNK	texts	void
ruby	REXML	Element	UNK	whitespace	void
ruby	REXML	Elements	instance	new	UNK=parent
ruby	REXML	Elements	UNK	[]	UNK=index UNK=name
ruby	REXML	Elements	UNK	[]=	UNK=index UNK=element
ruby	REXML	Elements	UNK	add	UNK=element
ruby	REXML	Elements	UNK	delete	UNK=element
ruby	REXML	Elements	UNK	delete_all	UNK=xpath
ruby	REXML	Elements	UNK	each	UNK=xpath
ruby	REXML	Elements	bool	empty?	void
ruby	REXML	Elements	UNK	index	UNK=element
ruby	REXML	Elements	UNK	size	void
ruby	REXML	Elements	UNK	to_a	UNK=xpath
ruby	REXML	Entity	bool	matches?	UNK=string
ruby	REXML	Entity	instance	new	UNK=stream UNK=value UNK=parent UNK=reference
ruby	REXML	Entity	UNK	normalized	void
ruby	REXML	Entity	UNK	to_s	void
ruby	REXML	Entity	UNK	unnormalized	void
ruby	REXML	Entity	UNK	value	void
ruby	REXML	Entity	UNK	write	UNK=out UNK=indent
ruby	REXML	Functions	UNK	contains	UNK=string UNK=test
ruby	REXML	Functions	UNK	count	UNK=node_set
ruby	REXML	Functions	UNK	get_namespace	UNK=node_set
ruby	REXML	Functions	UNK	id	UNK=object
ruby	REXML	Functions	UNK	last	void
ruby	REXML	Functions	UNK	string_value	UNK=o
ruby	REXML	Instruction	instance	new	UNK=target UNK=content
ruby	REXML	Namespace	UNK	fully_expanded_name	void
ruby	REXML	Namespace	bool	has_name?	UNK=other UNK=ns
ruby	REXML	Namespace	UNK	name=	UNK=name
ruby	REXML	Node	UNK	each_recursive	void
ruby	REXML	Node	UNK	find_first_recursive	void
ruby	REXML	Node	UNK	index_in_parent	void
ruby	REXML	NotationDecl	UNK	name	void
ruby	REXML	Parent	instance	new	UNK=parent
ruby	REXML	Parent	UNK	[]	UNK=index
ruby	REXML	Parent	UNK	[]=	UNK=args
ruby	REXML	Parent	UNK	deep_clone	void
ruby	REXML	Parent	UNK	index	UNK=child
ruby	REXML	Parent	UNK	insert_after	UNK=child1 UNK=child2
ruby	REXML	Parent	UNK	insert_before	UNK=child1 UNK=child2
ruby	REXML	Parent	UNK	replace_child	UNK=to_replace UNK=replacement
ruby	REXML	QuickPath	UNK	filter	UNK=elements UNK=path
ruby	REXML	QuickPath	UNK	predicate	UNK=elements UNK=path
ruby	REXML	SAX2Listener	UNK	attlistdecl	UNK=element UNK=pairs UNK=contents
ruby	REXML	SAX2Listener	UNK	cdata	UNK=content
ruby	REXML	SAX2Listener	UNK	comment	UNK=comment
ruby	REXML	SAX2Listener	UNK	doctype	UNK=name UNK=pub_sys UNK=long_name UNK=uri
ruby	REXML	SAX2Listener	UNK	elementdecl	UNK=content
ruby	REXML	SAX2Listener	UNK	entitydecl	UNK=declaration
ruby	REXML	SAX2Listener	UNK	notationdecl	UNK=name UNK=public_or_system UNK=public_id UNK=system_id
ruby	REXML	SAX2Listener	UNK	xmldecl	UNK=version UNK=encoding UNK=standalone
ruby	REXML	Security	UNK	entity_expansion_limit	void
ruby	REXML	Security	UNK	entity_expansion_limit=	UNK=val
ruby	REXML	Security	UNK	entity_expansion_text_limit	void
ruby	REXML	Security	UNK	entity_expansion_text_limit=	UNK=val
ruby	REXML	Source	instance	new	UNK=arg UNK=encoding
ruby	REXML	Source	UNK	encoding=	UNK=enc
ruby	REXML	Source	UNK	scan	UNK=pattern UNK=cons
ruby	REXML	SourceFactory	UNK	create_from	UNK=arg
ruby	REXML	StreamListener	UNK	attlistdecl	UNK=element_name UNK=attributes UNK=raw_content
ruby	REXML	StreamListener	UNK	cdata	UNK=content
ruby	REXML	StreamListener	UNK	comment	UNK=comment
ruby	REXML	StreamListener	UNK	doctype	UNK=name UNK=pub_sys UNK=long_name UNK=uri
ruby	REXML	StreamListener	UNK	doctype_end	void
ruby	REXML	StreamListener	UNK	elementdecl	UNK=content
ruby	REXML	StreamListener	UNK	entity	UNK=content
ruby	REXML	StreamListener	UNK	entitydecl	UNK=content
ruby	REXML	StreamListener	UNK	instruction	UNK=name UNK=instruction
ruby	REXML	StreamListener	UNK	notationdecl	UNK=content
ruby	REXML	StreamListener	UNK	tag_end	UNK=name
ruby	REXML	StreamListener	UNK	tag_start	UNK=name UNK=attrs
ruby	REXML	StreamListener	UNK	text	UNK=text
ruby	REXML	StreamListener	UNK	xmldecl	UNK=version UNK=encoding UNK=standalone
ruby	REXML	SyncEnumerator	instance	new	UNK=enums
ruby	REXML	SyncEnumerator	UNK	each	void
ruby	REXML	SyncEnumerator	UNK	length	void
ruby	REXML	SyncEnumerator	UNK	size	void
ruby	REXML	Text	UNK	check	UNK=string UNK=pattern UNK=doctype
ruby	REXML	Text	instance	new	UNK=arg UNK=respect_whitespace UNK=parent UNK=raw UNK=entity_filter UNK=illegal
ruby	REXML	Text	UNK	<<	UNK=to_append
ruby	REXML	Text	UNK	<=>	UNK=other
ruby	REXML	Text	UNK	to_s	void
ruby	REXML	Text	UNK	value	void
ruby	REXML	Text	UNK	value=	UNK=val
ruby	REXML	Text	UNK	write_with_substitution	UNK=out UNK=input
ruby	REXML	Text	UNK	xpath	void
ruby	REXML	XMLDecl	UNK	default	void
ruby	REXML	XPath	UNK	each	UNK=element UNK=path UNK=namespaces UNK=variables
ruby	REXML	XPath	UNK	first	UNK=element UNK=path UNK=namespaces UNK=variables
ruby	REXML	XPath	UNK	match	UNK=element UNK=path UNK=namespaces UNK=variables
ruby	REXML	XPathParser	UNK	first	UNK=path_stack UNK=node
ruby	REXML.Validation	RelaxNG	instance	new	UNK=source
ruby	REXML.Parsers	BaseParser	bool	empty?	void
ruby	REXML.Parsers	BaseParser	bool	has_next?	void
ruby	REXML.Parsers	BaseParser	UNK	normalize	UNK=input UNK=entities UNK=entity_filter
ruby	REXML.Parsers	BaseParser	UNK	peek	UNK=depth
ruby	REXML.Parsers	BaseParser	UNK	pull	void
ruby	REXML.Parsers	BaseParser	UNK	unnormalize	UNK=string UNK=entities UNK=filter
ruby	REXML.Parsers	BaseParser	UNK	unshift	UNK=token
ruby	REXML.Parsers	PullEvent	instance	new	UNK=arg
ruby	REXML.Parsers	PullEvent	bool	entitydecl?	void
ruby	REXML.Parsers	SAX2Parser	UNK	listen	UNK=args UNK=&blok;
ruby	REXML.Light	Node	instance	new	UNK=node
ruby	REXML.Light	Node	UNK	<<	UNK=element
ruby	REXML.Light	Node	UNK	[]=	UNK=reference UNK=ns UNK=value
ruby	REXML.Formatters	Default	instance	new	UNK=ie_hack
ruby	REXML.Formatters	Default	UNK	write	UNK=node UNK=output
ruby	REXML.Formatters	Pretty	instance	new	UNK=indentation UNK=ie_hack
ruby	REXML.DTD	EntityDecl	instance	new	UNK=src
ruby	REXML.DTD	Parser	UNK	parse_helper	UNK=input
ruby	Rinda	DRbObjectTemplate	instance	new	UNK=uri UNK=ref
ruby	Rinda	DRbObjectTemplate	UNK	===	UNK=ro
ruby	Rinda	NotifyTemplateEntry	instance	new	UNK=place UNK=event UNK=tuple UNK=expires
ruby	Rinda	NotifyTemplateEntry	UNK	each	void
ruby	Rinda	NotifyTemplateEntry	UNK	notify	UNK=ev
ruby	Rinda	NotifyTemplateEntry	UNK	pop	void
ruby	Rinda	RingFinger	UNK	finger	void
ruby	Rinda	RingFinger	instance	new	UNK=broadcast_list UNK=port
ruby	Rinda	RingFinger	UNK	primary	void
ruby	Rinda	RingFinger	UNK	to_a	void
ruby	Rinda	RingFinger	UNK	each	void
ruby	Rinda	RingFinger	UNK	lookup_ring	UNK=timeout UNK=&block;
ruby	Rinda	RingFinger	UNK	lookup_ring_any	UNK=timeout
ruby	Rinda	RingProvider	instance	new	UNK=klass UNK=front UNK=desc UNK=renewer
ruby	Rinda	RingProvider	UNK	provide	void
ruby	Rinda	RingServer	instance	new	UNK=ts UNK=addresses UNK=port
ruby	Rinda	RingServer	UNK	do_reply	void
ruby	Rinda	RingServer	UNK	do_write	UNK=msg
ruby	Rinda	RingServer	UNK	make_socket	UNK=address UNK=interface_address UNK=multicast_interface
ruby	Rinda	RingServer	UNK	reply_service	void
ruby	Rinda	RingServer	UNK	shutdown	void
ruby	Rinda	RingServer	UNK	write_services	void
ruby	Rinda	SimpleRenewer	instance	new	UNK=sec
ruby	Rinda	SimpleRenewer	UNK	renew	void
ruby	Rinda	Template	UNK	match	UNK=tuple
ruby	Rinda	TemplateEntry	UNK	match	UNK=tuple
ruby	Rinda	Tuple	instance	new	UNK=ary_or_hash
ruby	Rinda	Tuple	UNK	[]	UNK=k
ruby	Rinda	Tuple	UNK	each	void
ruby	Rinda	Tuple	UNK	fetch	UNK=k
ruby	Rinda	Tuple	UNK	size	void
ruby	Rinda	Tuple	UNK	value	void
ruby	Rinda	TupleBag	UNK	delete	UNK=tuple
ruby	Rinda	TupleBag	UNK	delete_unless_alive	void
ruby	Rinda	TupleBag	UNK	find	UNK=template
ruby	Rinda	TupleBag	UNK	find_all	UNK=template
ruby	Rinda	TupleBag	UNK	find_all_template	UNK=tuple
ruby	Rinda	TupleBag	bool	has_expires?	void
ruby	Rinda	TupleBag	UNK	push	UNK=tuple
ruby	Rinda	TupleEntry	instance	new	UNK=ary UNK=sec
ruby	Rinda	TupleEntry	UNK	[]	UNK=key
ruby	Rinda	TupleEntry	bool	alive?	void
ruby	Rinda	TupleEntry	UNK	cancel	void
ruby	Rinda	TupleEntry	bool	canceled?	void
ruby	Rinda	TupleEntry	bool	expired?	void
ruby	Rinda	TupleEntry	UNK	fetch	UNK=key
ruby	Rinda	TupleEntry	UNK	make_expires	UNK=sec
ruby	Rinda	TupleEntry	UNK	make_tuple	UNK=ary
ruby	Rinda	TupleEntry	UNK	renew	UNK=sec_or_renewer
ruby	Rinda	TupleEntry	UNK	size	void
ruby	Rinda	TupleEntry	UNK	value	void
ruby	Rinda	TupleSpace	instance	new	UNK=period
ruby	Rinda	TupleSpace	UNK	move	UNK=port UNK=tuple UNK=sec
ruby	Rinda	TupleSpace	UNK	notify	UNK=event UNK=tuple UNK=sec
ruby	Rinda	TupleSpace	UNK	read	UNK=tuple UNK=sec
ruby	Rinda	TupleSpace	UNK	read_all	UNK=tuple
ruby	Rinda	TupleSpace	UNK	take	UNK=tuple UNK=sec UNK=&block;
ruby	Rinda	TupleSpace	UNK	write	UNK=tuple UNK=sec
ruby	Rinda	TupleSpaceProxy	instance	new	UNK=ts
ruby	Rinda	TupleSpaceProxy	UNK	notify	UNK=ev UNK=tuple UNK=sec
ruby	Rinda	TupleSpaceProxy	UNK	read	UNK=tuple UNK=sec UNK=&block;
ruby	Rinda	TupleSpaceProxy	UNK	read_all	UNK=tuple
ruby	Rinda	TupleSpaceProxy	UNK	take	UNK=tuple UNK=sec UNK=&block;
ruby	Rinda	TupleSpaceProxy	UNK	write	UNK=tuple UNK=sec
ruby	core	Ripper	UNK	lex	UNK=src UNK=filename UNK=lineno
ruby	core	Ripper	UNK	parse	UNK=src UNK=filename UNK=lineno
ruby	core	Ripper	UNK	sexp	UNK=src UNK=filename UNK=lineno
ruby	core	Ripper	UNK	sexp_raw	UNK=src UNK=filename UNK=lineno
ruby	core	Ripper	UNK	slice	UNK=src UNK=pattern UNK=n
ruby	core	Ripper	UNK	tokenize	UNK=src UNK=filename UNK=lineno
ruby	Ripper	Filter	instance	new	UNK=src UNK=filename UNK=lineno
ruby	Ripper	Filter	UNK	column	void
ruby	Ripper	Filter	UNK	filename	void
ruby	Ripper	Filter	UNK	lineno	void
ruby	Ripper	Filter	UNK	parse	UNK=init
ruby	core	Time	UNK	w3cdtf	UNK=date
ruby	RSS	BaseListener	UNK	available_tags	UNK=uri
ruby	RSS	BaseListener	UNK	class_name	UNK=uri UNK=tag_name
ruby	RSS	BaseListener	UNK	install_class_name	UNK=uri UNK=tag_name UNK=class_name
ruby	RSS	BaseListener	UNK	register_uri	UNK=uri UNK=name
ruby	RSS	BaseListener	UNK	setter	UNK=uri UNK=tag_name
ruby	RSS	BaseListener	bool	uri_registered?	UNK=uri UNK=name
ruby	RSS	ListenerMixin	UNK	xmldecl	UNK=version UNK=encoding UNK=standalone
ruby	RSS	Maker	UNK	[]	UNK=version
ruby	RSS	Maker	UNK	add_maker	UNK=version UNK=normalized_version UNK=maker
ruby	RSS	Maker	UNK	make	UNK=version UNK=&block;
ruby	RSS	Maker	UNK	makers	void
ruby	RSS	Maker	bool	supported?	UNK=version
ruby	RSS	Maker	UNK	versions	void
ruby	RSS	NotWellFormedError	instance	new	UNK=line UNK=element
ruby	RSS	Parser	UNK	default_parser=	UNK=new_value
ruby	RSS	Utils	bool	element_initialize_arguments?	UNK=args
ruby	RSS	Utils	UNK	get_file_and_line_from_caller	UNK=i
ruby	RSS	Utils	UNK	html_escape	UNK=s
ruby	RSS	Utils	UNK	new_with_value_if_need	UNK=klass UNK=value
ruby	RSS	Utils	UNK	to_class_name	UNK=name
ruby	RSS.Atom	DateConstruct	UNK	atom_validate	UNK=ignore_unknown_element UNK=tags UNK=uri
ruby	RSS.Atom	DuplicateLinkChecker	UNK	validate_duplicate_links	UNK=links
ruby	RSS.Atom	Entry	instance	new	UNK=version UNK=encoding UNK=standalone
ruby	RSS.Atom	Entry	bool	have_author?	void
ruby	RSS.Atom	Entry	UNK	items	void
ruby	RSS.Atom	Entry	UNK	setup_maker	UNK=maker
ruby	RSS.Atom	Feed	instance	new	UNK=version UNK=encoding UNK=standalone
ruby	RSS.Atom	Feed	bool	have_author?	void
ruby	RSS.Atom	PersonConstruct	UNK	append_features	UNK=klass
ruby	RSS.Atom	TextConstruct	bool	have_xml_content?	void
ruby	RSS.Atom.Feed	Entry	bool	have_author?	UNK=check_parent
ruby	core	Gem	UNK	bin_path	UNK=name UNK=exec_name UNK=requirements
ruby	core	Gem	UNK	binary_mode	void
ruby	core	Gem	UNK	bindir	UNK=install_dir
ruby	core	Gem	UNK	clear_default_specs	void
ruby	core	Gem	UNK	clear_paths	void
ruby	core	Gem	UNK	config_file	void
ruby	core	Gem	UNK	configuration	void
ruby	core	Gem	UNK	configuration=	UNK=config
ruby	core	Gem	UNK	datadir	UNK=gem_name
ruby	core	Gem	UNK	default_bindir	void
ruby	core	Gem	UNK	default_cert_path	void
ruby	core	Gem	UNK	default_dir	void
ruby	core	Gem	UNK	default_exec_format	void
ruby	core	Gem	UNK	default_ext_dir_for	UNK=base_dir
ruby	core	Gem	bool	default_gems_use_full_paths?	void
ruby	core	Gem	UNK	default_key_path	void
ruby	core	Gem	UNK	default_path	void
ruby	core	Gem	UNK	default_rubygems_dirs	void
ruby	core	Gem	UNK	default_sources	void
ruby	core	Gem	UNK	default_spec_cache_dir	void
ruby	core	Gem	UNK	deflate	UNK=data
ruby	core	Gem	UNK	detect_gemdeps	UNK=path
ruby	core	Gem	UNK	dir	void
ruby	core	Gem	UNK	done_installing	UNK=&hook;
ruby	core	Gem	UNK	ensure_default_gem_subdirectories	UNK=dir UNK=mode
ruby	core	Gem	UNK	ensure_gem_subdirectories	UNK=dir UNK=mode
ruby	core	Gem	UNK	find_files	UNK=glob UNK=check_load_path
ruby	core	Gem	UNK	find_latest_files	UNK=glob UNK=check_load_path
ruby	core	Gem	UNK	find_unresolved_default_spec	UNK=path
ruby	core	Gem	UNK	gunzip	UNK=data
ruby	core	Gem	UNK	gzip	UNK=data
ruby	core	Gem	UNK	host	void
ruby	core	Gem	UNK	host=	UNK=host
ruby	core	Gem	UNK	inflate	UNK=data
ruby	core	Gem	UNK	install	UNK=name UNK=version UNK=options
ruby	core	Gem	UNK	latest_rubygems_version	void
ruby	core	Gem	UNK	latest_spec_for	UNK=name
ruby	core	Gem	UNK	latest_version_for	UNK=name
ruby	core	Gem	UNK	load_env_plugins	void
ruby	core	Gem	UNK	load_path_insert_index	void
ruby	core	Gem	UNK	load_plugins	void
ruby	core	Gem	UNK	load_yaml	void
ruby	core	Gem	UNK	location_of_caller	void
ruby	core	Gem	UNK	marshal_version	void
ruby	core	Gem	UNK	path_separator	void
ruby	core	Gem	UNK	paths	void
ruby	core	Gem	UNK	paths=	UNK=env
ruby	core	Gem	UNK	platforms	void
ruby	core	Gem	UNK	platforms=	UNK=platforms
ruby	core	Gem	UNK	post_build	UNK=&hook;
ruby	core	Gem	UNK	post_install	UNK=&hook;
ruby	core	Gem	UNK	post_reset	UNK=&hook;
ruby	core	Gem	UNK	post_uninstall	UNK=&hook;
ruby	core	Gem	UNK	pre_install	UNK=&hook;
ruby	core	Gem	UNK	pre_reset	UNK=&hook;
ruby	core	Gem	UNK	pre_uninstall	UNK=&hook;
ruby	core	Gem	UNK	prefix	void
ruby	core	Gem	UNK	read_binary	UNK=path
ruby	core	Gem	UNK	refresh	void
ruby	core	Gem	UNK	register_default_spec	UNK=spec
ruby	core	Gem	UNK	remove_unresolved_default_spec	UNK=spec
ruby	core	Gem	UNK	ruby	void
ruby	core	Gem	UNK	ruby=	UNK=ruby
ruby	core	Gem	UNK	ruby_api_version	void
ruby	core	Gem	UNK	ruby_engine	void
ruby	core	Gem	UNK	ruby_version	void
ruby	core	Gem	UNK	rubygems_version	void
ruby	core	Gem	UNK	searcher=	UNK=searcher
ruby	core	Gem	UNK	sources	void
ruby	core	Gem	UNK	sources=	UNK=new_sources
ruby	core	Gem	UNK	suffix_pattern	void
ruby	core	Gem	UNK	suffixes	void
ruby	core	Gem	UNK	time	UNK=msg UNK=width UNK=display
ruby	core	Gem	UNK	try_activate	UNK=path
ruby	core	Gem	UNK	ui	void
ruby	core	Gem	UNK	use_gemdeps	UNK=path
ruby	core	Gem	UNK	use_paths	UNK=home UNK=paths
ruby	core	Gem	UNK	user_dir	void
ruby	core	Gem	UNK	user_home	void
ruby	core	Gem	UNK	win_platform=	UNK=val
ruby	core	Gem	bool	win_platform?	void
ruby	core	Kernel	UNK	gem_original_require	UNK=path
ruby	core	Kernel	UNK	gem	UNK=gem_name UNK=requirements
ruby	core	TempIO	instance	new	UNK=string
ruby	core	TempIO	UNK	string	void
ruby	Gem	AvailableSet	UNK	each	void
ruby	Gem	AvailableSet	UNK	each_spec	void
ruby	Gem	AvailableSet	UNK	find_all	UNK=req
ruby	Gem	AvailableSet	UNK	to_request_set	UNK=development
ruby	Gem	BasicSpecification	bool	activated?	void
ruby	Gem	BasicSpecification	UNK	base_dir	void
ruby	Gem	BasicSpecification	bool	contains_requirable_file?	UNK=file
ruby	Gem	BasicSpecification	UNK	datadir	void
ruby	Gem	BasicSpecification	UNK	extension_dir	void
ruby	Gem	BasicSpecification	UNK	extensions_dir	void
ruby	Gem	BasicSpecification	UNK	full_gem_path	void
ruby	Gem	BasicSpecification	UNK	full_name	void
ruby	Gem	BasicSpecification	UNK	full_require_paths	void
ruby	Gem	BasicSpecification	UNK	gem_dir	void
ruby	Gem	BasicSpecification	UNK	gems_dir	void
ruby	Gem	BasicSpecification	UNK	lib_dirs_glob	void
ruby	Gem	BasicSpecification	UNK	matches_for_glob	UNK=glob
ruby	Gem	BasicSpecification	UNK	name	void
ruby	Gem	BasicSpecification	UNK	platform	void
ruby	Gem	BasicSpecification	UNK	require_paths	void
ruby	Gem	BasicSpecification	UNK	source_paths	void
ruby	Gem	BasicSpecification	bool	stubbed?	void
ruby	Gem	BasicSpecification	UNK	to_fullpath	UNK=path
ruby	Gem	BasicSpecification	UNK	to_spec	void
ruby	Gem	BasicSpecification	UNK	version	void
ruby	Gem	Command	UNK	add_specific_extra_args	UNK=cmd UNK=args
ruby	Gem	Command	UNK	build_args	void
ruby	Gem	Command	instance	new	UNK=command UNK=summary UNK=defaults
ruby	Gem	Command	UNK	specific_extra_args	UNK=cmd
ruby	Gem	Command	UNK	specific_extra_args_hash	void
ruby	Gem	Command	UNK	add_extra_args	UNK=args
ruby	Gem	Command	UNK	add_option	UNK=opts
ruby	Gem	Command	UNK	arguments	void
ruby	Gem	Command	bool	begins?	UNK=long UNK=short
ruby	Gem	Command	UNK	defaults_str	void
ruby	Gem	Command	UNK	description	void
ruby	Gem	Command	UNK	execute	void
ruby	Gem	Command	UNK	get_all_gem_names	void
ruby	Gem	Command	UNK	get_all_gem_names_and_versions	void
ruby	Gem	Command	UNK	get_one_gem_name	void
ruby	Gem	Command	UNK	get_one_optional_argument	void
ruby	Gem	Command	UNK	handle_options	UNK=args
ruby	Gem	Command	bool	handles?	UNK=args
ruby	Gem	Command	UNK	invoke	UNK=args
ruby	Gem	Command	UNK	invoke_with_build_args	UNK=args UNK=build_args
ruby	Gem	Command	UNK	merge_options	UNK=new_options
ruby	Gem	Command	UNK	remove_option	UNK=name
ruby	Gem	Command	UNK	show_help	void
ruby	Gem	Command	UNK	show_lookup_failure	UNK=gem_name UNK=version UNK=errors UNK=domain
ruby	Gem	Command	UNK	usage	void
ruby	Gem	Command	UNK	when_invoked	UNK=&block;
ruby	Gem	Command	UNK	wrap	UNK=text UNK=width
ruby	Gem	CommandManager	UNK	instance	void
ruby	Gem	CommandManager	instance	new	void
ruby	Gem	CommandManager	UNK	reset	void
ruby	Gem	CommandManager	UNK	[]	UNK=command_name
ruby	Gem	CommandManager	UNK	command_names	void
ruby	Gem	CommandManager	UNK	register_command	UNK=command UNK=obj
ruby	Gem	CommandManager	UNK	run	UNK=args UNK=build_args
ruby	Gem	CommandManager	UNK	unregister_command	UNK=command
ruby	Gem	ConfigFile	instance	new	UNK=args
ruby	Gem	ConfigFile	UNK	[]	UNK=key
ruby	Gem	ConfigFile	UNK	[]=	UNK=key UNK=value
ruby	Gem	ConfigFile	UNK	api_keys	void
ruby	Gem	ConfigFile	UNK	backtrace	void
ruby	Gem	ConfigFile	UNK	check_credentials_permissions	void
ruby	Gem	ConfigFile	UNK	config_file_name	void
ruby	Gem	ConfigFile	UNK	credentials_path	void
ruby	Gem	ConfigFile	UNK	each	UNK=&block;
ruby	Gem	ConfigFile	UNK	handle_arguments	UNK=arg_list
ruby	Gem	ConfigFile	UNK	really_verbose	void
ruby	Gem	ConfigFile	UNK	rubygems_api_key	void
ruby	Gem	ConfigFile	UNK	rubygems_api_key=	UNK=api_key
ruby	Gem	ConfigFile	UNK	write	void
ruby	Gem	ConsoleUI	instance	new	void
ruby	Gem	DefaultUserInteraction	UNK	ui	void
ruby	Gem	DefaultUserInteraction	UNK	ui=	UNK=new_ui
ruby	Gem	DefaultUserInteraction	UNK	use_ui	UNK=new_ui
ruby	Gem	Dependency	instance	new	UNK=name UNK=requirements
ruby	Gem	Dependency	UNK	<=>	UNK=other
ruby	Gem	Dependency	UNK	=~	UNK=other
ruby	Gem	Dependency	bool	latest_version?	void
ruby	Gem	Dependency	bool	match?	UNK=name
ruby	Gem	Dependency	bool	matches_spec?	UNK=spec
ruby	Gem	Dependency	UNK	merge	UNK=other
ruby	Gem	Dependency	bool	prerelease?	void
